emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
ceo,5.0,MO,OWN,144000.0,Source Verified,6.77,,,,0,68.0,2005,2,40,29,407182,493680,0,0,68.0,0,0,24,7,8.0,29,0.0,0,0,6200,10,5,0,0,97.4,0,0,debt_consolidation,individual,30000,60,21.85,826.02,D,D5,Mar-2018,Current,whole,Cash,29435.37,1579.21,564.63,1014.58,0.0
equipment operator,1.0,CA,MORTGAGE,110000.0,Source Verified,25.55,,,,0,,2003,5,21,15,430094,108041,0,1,,0,371,2,5,4.0,15,0.0,0,4,23500,14,10,7,1,90.5,0,1,debt_consolidation,individual,12000,60,17.47,301.28,D,D1,Mar-2018,Current,whole,Cash,11614.7,892.19,385.3,506.89,0.0
gulf coast territorial manager,6.0,NY,MORTGAGE,250000.0,Source Verified,14.97,,,,1,16.0,1999,0,20,15,448035,109019,0,0,,0,0,3,2,,15,0.0,0,7,31900,11,10,9,1,95.0,0,0,other,individual,12000,36,11.99,398.52,B,B5,Jan-2018,Current,whole,Cash,10868.71,1586.09,1131.29,454.8,0.0
head athletic trainer,5.0,SC,RENT,54000.0,Not Verified,35.4,,,,0,48.0,2007,1,35,23,128249,131298,0,0,,0,0,16,7,10.0,23,0.0,0,4,20100,10,7,4,0,88.2,0,0,credit_card,individual,13000,36,19.42,479.3,D,D3,Mar-2018,Current,whole,Cash,12180.12,1423.87,819.88,603.99,0.0
,,MO,RENT,33600.0,Verified,12.86,183600.0,Source Verified,16.03,2,17.0,2000,0,15,8,116720,15197,0,0,,0,0,0,0,,8,0.0,0,3,37000,12,7,4,1,86.7,0,0,debt_consolidation,joint,16000,36,7.34,496.53,A,A4,Mar-2018,Current,whole,Cash,14796.68,1476.54,1203.32,273.22,0.0
manager,3.0,TX,MORTGAGE,240000.0,Source Verified,12.76,,,,2,14.0,2002,5,25,19,605349,93021,0,0,,0,0,2,6,6.0,19,0.0,0,1,32200,21,16,4,1,84.0,0,0,major_purchase,individual,35000,36,13.59,1189.26,C,C2,Jan-2018,Current,fractional,Cash,30944.76,5893.45,4055.24,1838.21,0.0
hospice nurse,1.0,WA,RENT,88000.0,Verified,39.77,,,,0,79.0,2007,0,31,25,152232,75596,0,0,,0,0,5,12,,25,0.0,0,12,45900,22,20,19,0,100.0,0,0,debt_consolidation,individual,16000,60,17.09,398.42,D,D1,Feb-2018,Current,whole,Cash,15303.07,1563.3,696.93,866.37,0.0
analyst,4.0,CT,MORTGAGE,350000.0,Verified,6.7,,,,1,13.0,2000,0,27,13,561448,78874,0,0,41.0,0,0,4,3,19.0,13,0.0,0,3,44900,8,7,3,3,88.9,0,0,debt_consolidation,individual,40000,36,7.97,1252.91,A,A5,Jan-2018,Current,whole,Cash,34997.78,6246.84,5002.22,1244.62,0.0
teacher,4.0,NY,RENT,80000.0,Source Verified,38.24,133000.0,Source Verified,29.8,0,42.0,2007,2,49,30,171166,145408,0,0,,0,0,18,5,3.0,30,0.0,0,5,28400,17,12,7,0,93.3,0,0,debt_consolidation,joint,15000,60,19.42,392.59,D,D3,Mar-2018,Current,whole,Cash,14543.17,1161.59,456.83,704.76,0.0
,,NY,MORTGAGE,25000.0,Verified,19.78,100000.0,Verified,15.88,0,58.0,1991,0,29,8,185232,9464,0,0,58.0,0,0,0,5,20.0,8,0.0,0,3,25700,23,7,6,4,96.6,0,0,house,joint,27600,36,16.01,970.48,C,C5,Mar-2018,Current,whole,Cash,25769.04,2862.34,1830.96,1031.38,0.0
inventory cordinator,2.0,GA,MORTGAGE,52000.0,Source Verified,3.65,,,,0,52.0,2006,7,16,15,246684,2548,1,0,,0,2312,0,12,0.0,15,0.0,0,4,16400,13,13,5,1,93.8,0,0,other,individual,4000,36,21.45,151.63,D,D5,Jan-2018,Current,fractional,Cash,3584.77,753.38,415.23,338.15,0.0
program manager,10.0,OR,RENT,104000.0,Verified,31.13,,,,0,,2002,1,28,13,200725,163209,0,0,,0,0,4,5,10.0,13,0.0,0,3,32700,15,9,3,0,100.0,0,0,debt_consolidation,individual,19000,36,15.04,659.02,C,C4,Mar-2018,Current,whole,Cash,17721.44,1968.77,1278.56,690.21,0.0
electrician ,6.0,NY,RENT,90000.0,Not Verified,8.05,,,,1,10.0,2006,0,13,2,36066,13867,0,0,,0,0,1,0,,2,0.0,0,1,3500,7,1,1,0,84.6,0,0,debt_consolidation,individual,13000,60,16.01,316.21,C,C5,Mar-2018,Current,whole,Cash,12565.96,937.07,434.04,503.03,0.0
service engineer ,0.0,IN,RENT,33280.0,Verified,45.47,73280.0,Source Verified,25.63,0,,2008,3,29,12,72487,56308,0,0,,0,0,11,3,1.0,12,0.0,0,0,11000,8,1,0,0,100.0,0,0,debt_consolidation,joint,8500,36,9.43,272.01,B,B1,Mar-2018,Current,whole,Cash,7879.51,811.58,620.49,191.09,0.0
management,10.0,CO,MORTGAGE,108000.0,Not Verified,33.31,,,,0,,1995,4,29,12,674206,109888,0,0,,0,0,5,4,2.0,12,0.0,0,3,34800,9,5,4,4,100.0,0,0,credit_card,individual,10000,60,14.08,233.1,C,C3,Jan-2018,Current,whole,Cash,9407.42,1149.86,592.58,557.28,0.0
truck driver,1.0,CA,MORTGAGE,45000.0,Verified,10.77,,,,1,7.0,2005,5,12,6,161435,8309,0,0,49.0,0,0,1,2,2.0,6,0.0,0,3,2400,7,4,4,1,41.7,0,0,debt_consolidation,individual,16000,36,10.9,523.07,B,B4,Mar-2018,Current,whole,Cash,14856.47,1559.52,1143.53,415.99,0.0
director of business dev,10.0,FL,MORTGAGE,240000.0,Source Verified,26.71,,,,1,12.0,1998,7,32,15,861782,286989,0,1,,0,0,3,3,0.0,15,0.0,0,3,29700,15,9,6,3,93.8,1,0,other,individual,5600,36,7.96,175.39,A,A5,Mar-2018,Current,whole,Cash,5322.6,348.3,277.4,70.9,0.0
health professions recruiter,10.0,CA,RENT,65000.0,Not Verified,30.06,,,,0,72.0,2007,2,26,16,134946,81739,0,0,72.0,0,0,3,6,2.0,16,0.0,0,0,3900,16,13,2,0,96.2,0,0,debt_consolidation,individual,15000,36,7.97,469.84,A,A5,Jan-2018,Current,whole,Cash,13124.17,2335.92,1875.83,460.09,0.0
truck driver,10.0,NH,MORTGAGE,120000.0,Source Verified,19.08,,,,0,45.0,1997,5,22,10,282534,76271,0,0,,0,0,3,7,2.0,10,0.0,0,2,17000,13,6,6,2,95.5,0,0,other,individual,32400,60,15.04,771.48,C,C4,Mar-2018,Current,whole,Cash,31664.62,1488.82,735.38,753.44,0.0
respiratory therapist ,5.0,TX,RENT,45000.0,Not Verified,34.75,,,,0,,2011,0,13,7,93839,64515,0,0,,0,0,4,0,22.0,7,0.0,0,2,5600,6,3,2,0,100.0,0,0,credit_card,individual,5000,36,20.0,185.82,D,D4,Feb-2018,Current,whole,Cash,4579.69,737.72,420.31,317.41,0.0
material ro,10.0,IN,MORTGAGE,80000.0,Verified,26.84,,,,2,4.0,2005,1,49,19,160668,44809,0,0,,0,0,4,6,10.0,17,,0,7,27410,34,12,6,4,96.0,0,0,debt_consolidation,individual,21000,60,11.99,467.03,B,B5,Jan-2018,Current,whole,Cash,19688.02,2321.16,1311.98,1009.18,0.0
,,CA,RENT,28800.0,Verified,18.25,,,,0,,2003,1,11,9,26100,17570,0,0,,0,0,0,0,4.0,9,0.0,0,2,5500,10,9,7,0,100.0,0,0,credit_card,individual,15000,60,21.45,409.61,D,D5,Mar-2018,Current,whole,Cash,14418.69,1549.58,581.31,968.27,0.0
learning strategist,8.0,NV,MORTGAGE,48000.0,Not Verified,15.23,,,,0,32.0,1998,0,48,17,75207,105444,0,0,32.0,0,0,13,3,,17,0.0,0,2,2400,4,4,3,0,58.1,0,0,debt_consolidation,individual,5000,36,18.06,180.92,D,D2,Feb-2018,Current,whole,Cash,4567.68,726.03,432.32,293.71,0.0
manager,4.0,NY,RENT,75000.0,Source Verified,9.44,,,,0,,2014,1,17,13,23343,14877,0,0,,0,0,1,10,9.0,13,0.0,0,4,12300,16,12,9,0,100.0,0,0,other,individual,20000,60,21.85,550.68,D,D5,Mar-2018,Current,whole,Cash,19623.58,1077.08,376.42,700.66,0.0
compliance officer,2.0,TX,RENT,107000.0,Verified,20.11,,,,0,55.0,1999,1,31,16,88821,69435,0,0,,0,0,4,3,10.0,16,0.0,0,4,17000,18,12,12,0,87.1,0,0,debt_consolidation,individual,30000,60,23.87,860.78,E,E2,Mar-2018,Current,whole,DirectPay,29466.69,1641.99,533.31,1108.68,0.0
,,FL,RENT,18312.0,Verified,18.81,,,,0,29.0,2002,1,12,7,11800,7652,0,0,,0,0,0,3,11.0,7,0.0,0,2,6600,12,7,6,0,83.3,0,0,debt_consolidation,individual,10000,36,19.42,368.69,D,D3,Mar-2018,Current,whole,Cash,9369.33,1095.28,630.67,464.61,0.0
owner ,10.0,FL,MORTGAGE,72000.0,Verified,16.17,,,,0,,2014,2,11,9,342736,33598,0,0,,0,0,1,6,11.0,9,0.0,0,6,31500,7,6,6,1,100.0,0,0,debt_consolidation,individual,19500,36,16.02,685.76,C,C5,Feb-2018,Fully Paid,whole,Cash,0.0,19536.26695,19500.0,36.27,0.0
commercial receivable specialist,0.0,MD,RENT,50000.0,Not Verified,29.4,,,,0,,2012,8,20,14,106613,53325,0,0,,0,0,3,11,6.0,14,0.0,0,3,26100,11,11,4,0,100.0,0,0,debt_consolidation,individual,22000,60,18.06,559.38,D,D2,Feb-2018,Current,whole,Cash,20472.46,2775.45,1527.54,1247.91,0.0
pse mail processing clerk,1.0,NY,OWN,30564.0,Source Verified,11.44,,,,0,,2014,2,10,8,14500,7352,0,0,,0,0,0,3,7.0,8,0.0,0,3,5800,10,8,6,0,100.0,0,0,debt_consolidation,individual,8000,36,15.04,277.48,C,C4,Mar-2018,Current,whole,Cash,7461.67,825.76,538.33,287.43,0.0
manicurist,10.0,TX,RENT,20000.0,Source Verified,41.06,75000.0,Source Verified,26.85,0,,2008,1,12,7,44092,16281,0,0,,0,0,1,1,0.0,7,0.0,0,3,9000,11,6,5,0,100.0,0,0,credit_card,joint,17600,60,13.58,405.7,C,C2,Mar-2018,Current,whole,Cash,16973.38,1203.82,626.62,577.2,0.0
tractor trailer driver,1.0,AZ,MORTGAGE,60000.0,Source Verified,31.88,115000.0,Source Verified,19.12,1,5.0,2001,1,28,11,283008,78013,0,1,,0,0,3,5,1.0,11,0.0,0,3,17000,11,7,6,5,96.2,0,1,debt_consolidation,joint,10000,36,20.39,373.63,D,D4,Mar-2018,Current,whole,Cash,8991.42,1490.56,1008.58,481.98,0.0
manager,2.0,CT,RENT,36000.0,Not Verified,7.27,,,,0,,1984,2,9,9,45700,44473,0,0,,0,0,2,6,5.0,9,0.0,0,2,1200,7,7,6,0,100.0,0,0,other,individual,5000,36,18.06,180.92,D,D2,Jan-2018,Current,fractional,Cash,4455.51,899.58,544.49,355.09,0.0
respiratory therapist,4.0,SC,RENT,45000.0,Verified,35.66,,,,0,,2008,0,21,18,100542,57176,0,0,,0,1070,5,11,14.0,18,0.0,0,7,21400,16,13,7,0,100.0,0,0,debt_consolidation,individual,15000,60,19.03,389.36,D,D3,Jan-2018,Current,whole,Cash,14218.17,1907.15,781.83,1125.32,0.0
medical coder,4.0,CA,RENT,98000.0,Verified,29.94,,,,0,,1995,3,28,14,178908,138935,0,1,54.0,0,0,3,4,3.0,14,,0,6,38350,12,11,6,1,82.0,0,1,debt_consolidation,individual,30000,60,25.81,894.85,E,E4,Feb-2018,In Grace Period,whole,Cash,28772.99,3049.45,1227.01,1822.44,0.0
trainer,7.0,IN,RENT,50000.0,Source Verified,28.59,,,,0,66.0,2001,4,39,19,136755,93347,0,0,76.0,0,0,5,10,1.0,19,0.0,0,4,28900,16,13,5,0,76.9,0,0,debt_consolidation,individual,25050,60,15.04,596.47,C,C4,Feb-2018,Current,whole,Cash,23898.54,2344.02,1151.46,1192.56,0.0
,,MD,MORTGAGE,60000.0,Not Verified,10.68,,,,3,7.0,2005,1,22,7,445900,4955,0,0,,0,125,1,0,12.0,7,0.0,0,1,3100,15,5,3,4,81.8,0,0,debt_consolidation,individual,7500,36,7.96,234.89,A,A5,Mar-2018,Current,whole,Cash,6940.89,701.35,559.11,142.24,0.0
sr crew member,4.0,GA,MORTGAGE,30600.0,Verified,40.75,79100.0,Source Verified,15.76,0,,1988,0,12,8,94514,39659,0,1,,0,0,2,0,21.0,8,0.0,0,3,33000,8,6,5,0,100.0,0,1,debt_consolidation,joint,12800,36,5.32,385.47,A,A1,Jan-2018,Current,whole,Cash,10661.53,2398.57,2138.47,260.1,0.0
finance assistant ,7.0,AZ,OWN,60000.0,Verified,30.75,,,,0,42.0,1994,2,25,16,62835,35550,0,4,,0,0,2,9,8.0,16,0.0,0,10,31400,19,14,12,0,96.0,3,1,debt_consolidation,individual,20000,36,16.01,703.24,C,C5,Mar-2018,Current,whole,Cash,19121.36,1370.9,878.64,492.26,0.0
master trainer ,10.0,TX,MORTGAGE,62400.0,Verified,16.92,88800.0,Not Verified,21.24,1,18.0,2003,2,9,7,155207,24698,0,0,18.0,0,0,2,2,0.0,7,0.0,0,2,4500,4,4,3,1,88.9,0,0,home_improvement,joint,10000,36,18.45,363.79,D,D2,Mar-2018,Fully Paid,whole,Cash,0.0,10153.534709,10000.0,153.53,0.0
assistant professor ,5.0,CA,RENT,100000.0,Source Verified,11.44,,,,2,12.0,2007,2,14,8,57856,33507,0,0,21.0,0,0,1,4,5.0,8,0.0,0,4,13000,9,6,5,0,64.3,0,0,debt_consolidation,individual,11200,36,16.02,393.87,C,C5,Feb-2018,Late (16-30 days),fractional,Cash,10457.12,1171.64,742.88,428.76,0.0
software engineer,3.0,CA,RENT,100000.0,Source Verified,13.22,,,,1,23.0,1999,3,29,13,82776,57581,0,0,23.0,0,0,1,7,4.0,13,0.0,0,3,19300,23,12,5,2,75.9,0,0,credit_card,individual,12600,36,7.97,394.67,A,A5,Jan-2018,Current,whole,Cash,10403.74,2560.4,2196.26,364.14,0.0
president,0.0,MI,MORTGAGE,60000.0,Not Verified,12.86,,,,0,,2006,5,19,13,285801,31320,0,0,,0,701,3,6,2.0,13,0.0,0,4,45900,15,9,4,1,100.0,0,0,debt_consolidation,individual,12000,60,16.01,291.89,C,C5,Mar-2018,Current,whole,Cash,11599.33,854.32,400.67,453.65,0.0
project manager,0.0,NY,MORTGAGE,100000.0,Not Verified,18.7,175000.0,Not Verified,19.56,1,12.0,2001,4,23,7,232943,70831,0,0,,0,568,3,3,3.0,7,0.0,0,3,7300,9,3,3,2,100.0,0,0,debt_consolidation,joint,15600,36,14.07,533.71,C,C3,Mar-2018,Fully Paid,fractional,Cash,0.0,15885.4601372045,15600.0,285.46,0.0
manager,8.0,NY,RENT,26500.0,Verified,17.66,,,,0,,2011,1,10,8,68100,59749,0,0,,0,0,3,3,0.0,8,0.0,0,4,24800,7,5,4,0,100.0,0,0,other,individual,20200,36,18.06,730.89,D,D2,Jan-2018,Current,fractional,Cash,18000.38,3613.92,2199.62,1414.3,0.0
driver,0.0,TX,MORTGAGE,185000.0,Source Verified,4.56,,,,1,12.0,2008,1,20,7,191930,15356,0,0,12.0,0,0,1,3,2.0,7,0.0,0,5,10100,9,5,5,1,75.0,0,0,credit_card,individual,10000,36,10.91,326.97,B,B4,Mar-2018,Current,fractional,Cash,9285.38,968.79,714.62,254.17,0.0
,,FL,RENT,37000.0,Verified,26.86,,,,0,58.0,2004,6,19,15,80599,98923,0,0,58.0,0,0,2,6,4.0,15,0.0,0,6,11700,13,13,10,0,83.3,0,0,medical,individual,2000,36,21.85,76.23,D,D5,Mar-2018,Current,whole,Cash,1878.37,226.26,121.63,104.63,0.0
cna/hha hospice,10.0,CA,RENT,45000.0,Not Verified,24.91,,,,0,,2001,0,12,4,40965,19903,0,0,,0,0,2,0,,4,0.0,0,1,2200,5,2,2,0,100.0,0,0,debt_consolidation,individual,12000,36,15.05,416.28,C,C4,Feb-2018,Current,whole,Cash,10916.71,1685.19,1083.29,601.9,0.0
owner,10.0,MN,MORTGAGE,425000.0,Source Verified,11.41,,,,1,20.0,1997,0,22,14,428235,84832,0,0,29.0,0,0,5,4,16.0,14,0.0,0,7,46200,12,8,7,1,90.9,0,0,debt_consolidation,individual,14900,36,9.93,480.3,B,B2,Jan-2018,Current,whole,Cash,13085.2,2393.28,1814.8,578.48,0.0
,,NY,RENT,18000.0,Not Verified,34.73,,,,0,45.0,1999,2,31,16,38144,17408,0,0,,0,52,3,8,0.0,16,0.0,0,4,11700,26,13,8,0,93.5,0,0,debt_consolidation,individual,5000,36,13.58,169.87,C,C2,Feb-2018,Current,whole,Cash,4656.28,505.84,343.72,162.12,0.0
,,WA,RENT,15600.0,Verified,36.32,175600.0,Source Verified,9.13,0,,2007,1,10,7,20000,8566,0,0,,0,0,0,5,10.0,7,0.0,0,4,14000,9,7,5,0,100.0,0,0,credit_card,joint,15000,36,10.9,490.38,B,B4,Mar-2018,Current,whole,Cash,14288.52,971.68,711.48,260.2,0.0
teacher,6.0,FL,RENT,50000.0,Not Verified,10.78,,,,0,,2001,0,6,2,25753,9372,0,0,,0,0,0,1,17.0,2,0.0,0,1,500,5,1,1,0,100.0,0,0,debt_consolidation,individual,4800,36,15.05,166.52,C,C4,Jan-2018,Current,whole,Cash,4254.9,828.59,545.1,283.49,0.0
registered nurse,10.0,CA,RENT,165000.0,Verified,21.28,,,,0,29.0,1993,2,28,22,82800,56601,0,0,,0,0,7,9,3.0,22,0.0,0,9,10600,17,15,12,0,89.3,0,0,debt_consolidation,individual,16000,60,18.45,410.23,D,D2,Mar-2018,Current,whole,Cash,15499.7,1214.29,500.3,713.99,0.0
beer lead,10.0,PA,RENT,42000.0,Verified,22.11,,,,0,28.0,1995,2,26,12,32529,7189,0,0,28.0,0,0,1,5,0.0,12,0.0,0,1,7000,16,11,4,4,92.3,0,0,major_purchase,individual,10000,60,15.04,238.11,C,C4,Feb-2018,Current,whole,Cash,9657.41,705.97,342.59,363.38,0.0
business office coordinator,0.0,TN,MORTGAGE,40000.0,Source Verified,10.62,130000.0,Source Verified,5.5,1,5.0,2006,1,17,8,286662,25205,0,0,84.0,0,1385,1,3,8.0,8,0.0,0,2,11200,12,6,3,2,93.8,0,0,other,joint,7500,36,13.59,254.85,C,C2,Jan-2018,Current,whole,Cash,6630.98,1268.59,869.02,399.57,0.0
program anaylst,2.0,CA,MORTGAGE,50000.0,Source Verified,13.73,,,,0,30.0,2005,10,22,10,45760,26756,0,0,30.0,0,0,3,7,0.0,10,0.0,0,5,19200,8,7,6,2,84.2,0,0,credit_card,individual,10000,60,19.03,259.58,D,D3,Feb-2018,Current,whole,Cash,9586.3,1027.75,413.7,614.05,0.0
customer relations ,10.0,NY,OWN,80000.0,Not Verified,12.23,,,,1,22.0,1988,1,33,24,367605,27939,0,0,,0,0,3,6,5.0,23,0.0,0,3,38600,26,20,8,1,93.9,0,0,credit_card,individual,15000,36,6.71,461.18,A,A3,Mar-2018,Current,whole,Cash,13745.41,1494.41,1254.59,239.82,0.0
,,MS,RENT,0.0,Not Verified,,36000.0,Not Verified,24.1,0,,2012,0,14,9,31948,21563,0,0,,0,0,1,1,,9,0.0,0,5,9400,9,8,6,0,100.0,0,0,debt_consolidation,joint,11000,60,28.72,347.29,F,F1,Feb-2018,In Grace Period,whole,Cash,10743.9,997.99,256.1,741.89,0.0
csr,3.0,PA,MORTGAGE,36000.0,Source Verified,42.67,92000.0,Source Verified,27.1,0,,2008,1,15,7,193256,65252,0,0,,0,0,3,4,6.0,7,0.0,0,2,19500,6,3,3,2,100.0,0,0,other,joint,6500,36,10.91,212.53,B,B4,Jan-2018,Current,whole,Cash,5718.75,1058.71,781.25,277.46,0.0
certified pharmacy tech,2.0,VA,MORTGAGE,48000.0,Verified,24.53,,,,0,,2007,0,8,7,47209,35193,0,0,,0,0,2,3,21.0,7,0.0,0,2,2900,5,5,5,0,100.0,0,0,debt_consolidation,individual,9000,36,21.85,343.02,D,D5,Mar-2018,Current,fractional,Cash,8638.45,729.74,361.55,368.19,0.0
cashier,6.0,SC,MORTGAGE,33000.0,Source Verified,9.13,,,,1,12.0,2005,2,24,9,13200,5736,0,0,26.0,0,0,1,8,2.0,9,0.0,0,2,7700,9,8,2,3,91.7,0,0,debt_consolidation,individual,10000,36,9.93,322.35,B,B2,Jan-2018,Current,fractional,Cash,8782.01,1606.23,1217.99,388.24,0.0
driver ,1.0,TX,MORTGAGE,65000.0,Source Verified,20.13,,,,1,16.0,2000,1,6,5,286040,40660,0,1,,0,730,0,3,7.0,5,0.0,0,2,18000,3,3,2,1,83.3,0,1,debt_consolidation,individual,12000,60,18.45,307.67,D,D2,Mar-2018,Current,whole,Cash,11624.78,910.71,375.22,535.49,0.0
social worker,2.0,NY,RENT,54000.0,Source Verified,9.18,,,,0,,2011,0,14,9,205940,186451,0,0,,0,0,1,8,,9,0.0,0,3,26800,11,8,4,0,100.0,0,0,credit_card,individual,20000,60,16.01,486.47,C,C5,Mar-2018,Current,whole,Cash,18296.27,2441.62,1703.73,737.89,0.0
cashier,10.0,WI,RENT,44240.0,Source Verified,22.19,,,,0,,2006,0,51,7,31276,19456,0,0,,0,0,2,8,15.0,7,0.0,0,2,5100,10,5,3,0,100.0,0,0,debt_consolidation,individual,20000,60,16.02,486.58,C,C5,Feb-2018,Current,whole,Cash,19333.31,1521.17,666.69,854.48,0.0
irrigation tech,3.0,FL,RENT,50000.0,Source Verified,44.72,72000.0,Source Verified,33.62,0,60.0,2007,5,18,8,121586,111444,0,0,,0,0,2,7,2.0,8,0.0,0,2,4000,8,6,4,0,94.4,0,0,credit_card,joint,6000,36,11.99,199.26,B,B5,Feb-2018,Current,fractional,Cash,5434.35,793.04,565.65,227.39,0.0
clerk,2.0,GA,OWN,18720.0,Verified,32.36,,,,0,,1995,1,37,18,68900,4421,0,0,,0,0,0,6,3.0,18,0.0,0,3,47300,29,18,5,0,100.0,0,0,debt_consolidation,individual,7000,36,13.59,237.86,C,C2,Jan-2018,Current,fractional,Cash,6188.91,1178.73,811.09,367.64,0.0
sales manager,0.0,TX,MORTGAGE,100000.0,Not Verified,35.8,,,,0,35.0,1996,4,53,26,424404,217416,0,0,,0,0,3,15,9.0,26,0.0,0,6,76700,31,21,7,5,98.1,0,0,credit_card,individual,15000,36,11.98,498.08,B,B5,Mar-2018,Current,whole,Cash,14299.86,986.18,700.14,286.04,0.0
,,TN,MORTGAGE,14508.0,Verified,38.96,34308.0,Verified,22.7,0,,2001,0,15,10,27067,14461,0,1,,0,0,1,5,14.0,10,0.0,0,4,15700,13,9,6,0,100.0,0,1,debt_consolidation,joint,15000,36,7.97,469.84,A,A5,Jan-2018,Current,whole,Cash,13124.17,2342.56,1875.83,466.73,0.0
,,AR,RENT,55000.0,Not Verified,1.85,110000.0,Not Verified,7.85,2,3.0,1997,1,17,6,29300,3541,0,1,10.0,0,0,0,0,11.0,6,0.0,0,1,25900,16,6,3,0,88.2,0,1,car,joint,6600,36,10.42,214.27,B,B3,Jan-2018,Current,whole,Cash,5801.45,1067.53,798.55,268.98,0.0
management ,10.0,TN,MORTGAGE,65000.0,Source Verified,21.31,,,,3,13.0,2003,0,15,4,50926,31286,0,0,,0,0,1,2,13.0,4,0.0,0,1,23000,6,2,2,4,85.7,0,0,debt_consolidation,individual,30000,36,7.97,939.68,A,A5,Jan-2018,Current,whole,Cash,26248.35,4671.83,3751.65,920.18,0.0
teacher,10.0,NY,MORTGAGE,50000.0,Verified,38.55,,,,0,,1996,2,23,13,186638,59560,0,0,,0,0,5,2,8.0,13,0.0,0,2,10500,12,7,4,1,100.0,0,0,other,individual,10000,60,11.99,222.4,B,B5,Feb-2018,Current,whole,Cash,9502.67,882.94,497.33,385.61,0.0
legal assistant ,9.0,NY,OWN,50000.0,Verified,26.33,,,,0,32.0,2005,0,18,10,51829,21382,0,0,,0,0,2,3,,10,0.0,0,4,12100,9,8,7,0,94.4,0,0,debt_consolidation,individual,17000,36,21.45,644.42,D,D5,Jan-2018,Current,fractional,Cash,15235.3,3201.84,1764.7,1437.14,0.0
,,TX,OWN,10500.0,Source Verified,12.8,,,,0,,2007,1,9,6,3500,1176,0,0,,0,0,0,7,8.0,6,0.0,0,1,800,6,6,4,0,100.0,0,0,other,individual,1000,36,18.06,36.19,D,D2,Jan-2018,Current,whole,Cash,891.07,178.44,108.93,69.51,0.0
president & ceo,10.0,TX,RENT,72150.0,Verified,34.93,,,,0,,1996,0,27,16,225600,100802,0,0,,0,0,6,1,21.0,16,0.0,0,5,131800,11,10,5,3,100.0,0,0,debt_consolidation,individual,36000,36,7.34,1117.19,A,A4,Mar-2018,Current,whole,Cash,34202.18,2205.02,1797.82,407.2,0.0
it,10.0,KY,MORTGAGE,70000.0,Source Verified,23.31,165000.0,Not Verified,22.3,0,,2005,2,19,10,345800,101467,0,0,,0,0,0,3,8.0,10,0.0,0,8,56800,14,9,9,3,100.0,0,0,credit_card,joint,20000,60,16.01,486.47,C,C5,Mar-2018,Current,whole,Cash,19332.26,1441.62,667.74,773.88,0.0
teacher,3.0,FL,RENT,43000.0,Not Verified,7.59,,,,0,29.0,2007,0,12,9,37907,17817,0,0,29.0,0,103,3,2,,9,0.0,0,3,25300,7,6,3,0,91.7,0,0,small_business,individual,30000,60,25.82,895.02,E,E4,Jan-2018,Current,whole,Cash,28698.31,4389.03,1301.69,3087.34,0.0
transportation supervisor,10.0,PA,RENT,66500.0,Source Verified,14.37,,,,0,,1998,0,16,7,38393,25745,0,0,,0,0,2,3,18.0,7,0.0,0,4,19800,11,5,5,0,100.0,0,0,debt_consolidation,individual,16000,60,20.39,427.39,D,D4,Feb-2018,Current,whole,Cash,15361.86,1682.38,638.14,1044.24,0.0
sales/photographer,1.0,CA,RENT,50000.0,Source Verified,8.55,,,,1,4.0,2013,2,21,16,43167,9749,0,0,,0,0,1,7,5.0,16,0.0,0,4,24000,20,15,6,0,95.2,0,0,other,individual,1800,36,10.91,58.86,B,B4,Jan-2018,Fully Paid,whole,Cash,0.0,1800.0,1800.0,0.0,0.0
field support revenue accountant,0.0,CA,RENT,55000.0,Source Verified,32.41,,,,0,28.0,2007,0,27,15,188528,198095,0,0,,0,0,8,2,,15,0.0,0,2,16300,11,7,7,0,96.3,0,0,credit_card,individual,12000,36,10.41,389.53,B,B3,Mar-2018,Current,whole,Cash,11136.26,1196.35,863.74,332.61,0.0
owner,1.0,TX,MORTGAGE,66500.0,Not Verified,24.11,,,,1,11.0,2005,1,18,8,202513,69485,2,0,11.0,0,0,3,4,5.0,8,0.0,0,3,29000,6,4,3,2,83.3,0,0,credit_card,individual,25000,60,26.3,752.96,E,E5,Jan-2018,Fully Paid,whole,Cash,0.0,27001.769022501,25000.0,2001.77,0.0
