earliest_credit_line,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,months_since_last_credit_inquiry
2014,10,8,14500,7352,7.0
2008,12,7,44092,16281,0.0
2001,28,11,283008,78013,1.0
1984,9,9,45700,44473,5.0
2008,21,18,100542,57176,14.0
1995,28,14,178908,138935,3.0
2001,39,19,136755,93347,1.0
2005,22,7,445900,4955,12.0
2012,20,14,13400,976,1.0
1988,12,8,94514,39659,21.0
1994,25,16,62835,35550,8.0
2002,58,28,615694,248307,2.0
2003,9,7,155207,24698,0.0
2007,14,8,57856,33507,5.0
1999,29,13,82776,57581,4.0
2009,21,12,30046,19247,13.0
2006,19,13,285801,31320,2.0
1997,19,6,257956,26342,19.0
2005,14,9,557151,62595,10.0
2006,21,12,528231,53369,6.0
2001,23,7,232943,70831,3.0
2004,18,12,141737,52836,13.0
2014,3,3,10163,6328,3.0
1993,18,8,76972,49915,3.0
2011,10,8,68100,59749,0.0
2008,20,7,191930,15356,2.0
2004,19,15,80599,98923,4.0
2008,14,10,300150,112892,7.0
2000,28,15,29200,17880,12.0
2001,12,4,40965,19903,
2001,15,9,84574,36833,
1997,22,14,428235,84832,16.0
1985,49,9,83143,58413,5.0
1999,31,16,38144,17408,0.0
2007,10,7,20000,8566,10.0
1994,18,7,42400,31141,6.0
1996,15,10,15700,3548,5.0
2006,40,10,278506,25578,10.0
2001,6,2,25753,9372,17.0
2002,17,6,68483,29535,14.0
1993,28,22,82800,56601,3.0
1995,26,12,32529,7189,0.0
2006,17,8,286662,25205,8.0
2006,4,2,8500,2256,16.0
2006,34,13,260122,11249,8.0
2005,22,10,45760,26756,0.0
1988,33,24,367605,27939,5.0
2012,14,9,31948,21563,
2005,12,9,39300,21343,5.0
2008,15,7,193256,65252,6.0
2007,8,7,47209,35193,21.0
1989,14,6,45080,26907,21.0
2005,24,9,13200,5736,2.0
2006,42,25,320082,7594,0.0
2004,16,10,33000,8486,5.0
2000,6,5,286040,40660,7.0
2001,16,12,30700,10241,8.0
2000,9,6,99500,6332,14.0
2011,14,9,205940,186451,
2002,58,18,1017789,431708,19.0
1995,17,8,73400,16018,5.0
1979,10,5,42843,40436,5.0
2003,13,8,341016,47879,16.0
2006,51,7,31276,19456,15.0
2007,18,8,121586,111444,2.0
1995,37,18,68900,4421,3.0
2013,6,6,80801,8554,0.0
1994,19,13,84435,19289,14.0
1996,53,26,424404,217416,9.0
1984,11,7,44464,21820,19.0
2001,15,10,27067,14461,14.0
1997,17,6,29300,3541,11.0
2003,15,4,50926,31286,13.0
2013,13,9,135157,106282,8.0
1996,23,13,186638,59560,8.0
2004,41,28,71700,66748,0.0
2005,18,10,51829,21382,
2004,11,7,29800,535,9.0
2007,9,6,3500,1176,8.0
1996,27,16,225600,100802,21.0
2013,15,9,54962,9764,8.0
2005,19,10,345800,101467,8.0
2012,16,11,171743,39263,9.0
2000,38,12,132617,62552,1.0
2007,12,9,37907,17817,
1998,16,7,38393,25745,18.0
2014,25,23,62595,5387,2.0
2013,21,16,43167,9749,5.0
2007,27,15,188528,198095,
1983,34,24,277368,58062,4.0
2005,18,8,202513,69485,5.0
2006,42,14,325783,60021,2.0
2000,27,11,90941,51580,17.0
2002,33,19,254199,76667,7.0
1985,33,12,389965,31134,
2003,10,3,155683,8590,12.0
2007,8,5,159325,21805,7.0
2005,27,10,207032,21711,2.0
1999,29,9,407900,58457,9.0
1985,18,4,145133,12635,
1995,20,16,323483,65269,4.0
2009,12,3,22000,13235,13.0
1998,36,18,179264,64786,7.0
2004,31,17,209070,38156,10.0
2003,34,19,233467,151100,0.0
2006,19,11,37100,17788,4.0
1992,35,20,1552212,394812,3.0
2000,24,6,55500,33806,16.0
2005,22,10,345234,115064,19.0
2014,8,3,9100,3267,17.0
1989,18,9,345080,68649,8.0
2005,20,11,51469,28700,1.0
2006,15,8,160755,38409,4.0
1998,18,7,73362,28794,
1980,26,8,333816,50674,13.0
2006,11,6,312242,62742,7.0
1999,38,13,200240,74957,2.0
2007,11,7,35500,26852,
1999,37,21,50279,25289,1.0
2006,24,9,252596,217584,2.0
1994,35,19,73000,16678,7.0
1986,15,9,16300,12962,8.0
2000,18,7,36450,26860,
1998,63,23,59475,52430,1.0
2001,11,6,16500,8009,15.0
1994,9,6,326554,50559,
2003,34,18,72100,52581,5.0
2007,41,20,212920,56363,5.0
2001,17,14,145551,18926,6.0
2009,20,11,121572,17516,
1990,28,21,111100,22665,15.0
2012,13,10,44825,19999,
2005,22,6,49783,19410,0.0
1999,27,18,233253,46494,0.0
2008,12,8,287858,17958,16.0
1992,14,5,307858,49543,5.0
1999,15,5,25652,22603,10.0
2014,11,9,75813,34994,7.0
1985,21,10,57664,34173,5.0
2006,12,5,310228,7343,5.0
1998,46,16,209433,199427,
2010,26,22,325126,246972,2.0
2005,35,20,497785,66583,
2007,6,4,40502,36878,4.0
2000,28,18,68300,39831,
2005,32,16,166539,39510,3.0
1995,32,19,373455,108713,18.0
2004,5,5,23600,19108,10.0
2011,12,5,45432,38668,0.0
1996,12,6,211183,19332,
2002,20,8,19400,10466,7.0
1994,45,39,107135,28751,0.0
2014,12,9,97690,67294,17.0
2006,34,16,110559,78569,11.0
1986,43,20,205680,36623,0.0
2001,30,17,47658,21733,6.0
2003,34,12,589074,70807,14.0
2005,26,13,189516,202605,15.0
2004,36,12,512368,122171,2.0
2004,5,3,6700,4824,
2003,17,5,64718,22276,12.0
2014,12,11,18700,2813,8.0
2007,33,21,103428,34670,24.0
2008,21,10,174544,37638,5.0
2000,26,13,274715,77053,7.0
1990,4,4,50304,27322,17.0
2006,19,10,67487,36529,8.0
1993,23,19,122772,35521,16.0
2000,6,2,106400,13978,
2006,28,16,122125,84842,9.0
1998,53,21,349825,72162,0.0
2001,47,14,142476,116797,21.0
1995,29,17,390660,252444,
1996,17,12,293600,48364,7.0
1984,32,15,327606,93408,2.0
1991,41,14,212200,47611,13.0
2006,11,7,803225,188965,6.0
2012,16,16,70988,70229,10.0
2004,28,19,245100,13763,4.0
2008,16,11,271254,19169,2.0
1995,33,17,331600,41521,15.0
2001,17,9,35556,22027,0.0
2005,3,3,18953,5126,1.0
2011,8,6,112380,18915,3.0
2011,14,12,126027,98621,1.0
2006,22,13,84129,38547,6.0
1996,17,10,33568,14360,12.0
2005,29,15,100100,17296,15.0
2006,10,6,31884,27794,6.0
1999,30,13,103017,79732,7.0
2006,18,14,585643,120709,0.0
2003,41,17,134884,65970,3.0
1984,12,8,44071,29868,1.0
2002,41,21,203329,115153,0.0
1998,28,12,257005,47526,8.0
2006,17,6,472951,48885,1.0
2005,36,21,133498,105317,3.0
2005,14,11,224788,27319,14.0
2007,20,8,56512,39394,13.0
1997,15,7,755000,96711,
2006,25,15,449825,33229,7.0
2002,22,11,412967,32018,6.0
2010,22,7,68047,42819,3.0
2007,26,13,60300,21600,12.0
1988,19,7,29415,24976,3.0
2002,11,6,97553,84621,11.0
2005,24,11,96800,52268,3.0
2007,18,6,176860,17219,
2005,21,9,84519,26175,6.0
2003,50,15,94858,88464,2.0
1997,16,11,20100,11596,
2005,19,8,24400,12025,
1997,13,11,207188,18805,4.0
2002,21,13,205756,53936,7.0
1992,20,6,139729,41442,19.0
2001,20,10,453500,94412,12.0
1989,18,7,63755,34634,19.0
2002,9,4,31188,16282,15.0
1999,37,20,455781,59956,0.0
2008,21,10,67700,23522,
2001,10,3,39699,17872,
1990,12,4,148200,6112,10.0
2007,28,11,84932,36934,15.0
2001,13,8,114400,76857,
1986,18,9,129824,28508,18.0
2007,7,5,22749,3570,4.0
2009,21,11,278300,57827,3.0
2014,5,5,171343,24460,10.0
2004,16,5,142118,24454,10.0
1998,54,36,338156,429969,6.0
1993,31,14,391595,47930,16.0
2000,14,2,13400,4562,
2001,15,12,113192,23387,7.0
2007,18,8,31300,3900,8.0
2006,36,27,112817,32791,0.0
2000,16,5,67515,5945,11.0
1998,31,17,242635,75931,6.0
2010,14,13,41295,30942,
1997,20,8,151937,35566,6.0
2001,13,6,74090,43269,
2004,31,13,564450,93239,6.0
1998,26,15,130005,73197,15.0
1989,33,12,200750,78170,
1996,48,19,207802,135723,2.0
2001,14,8,89826,128214,19.0
2000,35,27,255934,65076,13.0
1989,17,9,25871,10103,8.0
2004,40,10,308271,32220,5.0
2006,32,19,75200,24370,19.0
2005,47,17,147082,84875,6.0
1984,25,11,268900,12953,8.0
2005,27,5,109346,94606,
2004,26,14,73064,20632,4.0
2008,20,4,66747,63100,21.0
1994,26,15,1080728,141586,1.0
2006,21,12,141255,35598,22.0
1997,21,16,216477,45508,
2002,20,10,326087,65747,7.0
1995,28,14,335971,56260,1.0
1988,34,12,947846,72104,3.0
2003,30,9,89368,44198,0.0
2006,16,9,38698,6126,2.0
1994,24,11,81825,50561,11.0
2009,16,9,174973,16229,7.0
1989,14,10,506983,143585,7.0
2002,17,15,256464,59097,1.0
2005,18,10,82019,62760,22.0
1998,8,6,350378,37628,20.0
2004,22,13,98292,45757,14.0
2011,26,19,72210,42694,1.0
2001,42,20,96085,67701,5.0
2003,10,7,8900,5266,4.0
2000,11,7,48436,28290,8.0
1997,36,8,26889,14002,1.0
2005,12,10,139888,9618,11.0
2002,12,8,88016,64582,14.0
2005,64,25,206972,237839,3.0
2007,9,5,50230,16706,8.0
2000,30,14,71438,39633,7.0
2007,29,12,90002,52657,1.0
1994,15,8,208715,41547,1.0
2007,8,6,15611,7986,1.0
2007,34,17,88396,68403,4.0
2006,22,11,346174,36909,1.0
2003,22,12,44138,20970,13.0
2003,19,11,88420,64140,0.0
1996,47,27,991189,292935,2.0
1983,25,12,538978,69263,5.0
1993,48,19,383071,98687,2.0
1991,45,17,152404,17428,4.0
1998,21,6,24270,13815,3.0
2006,21,11,448050,51456,16.0
2000,25,10,283500,22189,16.0
2004,32,20,404928,155925,
2004,50,17,359617,182656,3.0
2004,26,6,66000,55684,
2001,19,10,47613,28199,10.0
1987,49,19,321543,227297,4.0
2003,24,15,185715,37802,7.0
2008,13,7,7100,1103,0.0
2008,41,8,120200,96928,1.0
2009,4,4,13342,1636,10.0
2006,15,2,26100,21544,1.0
1996,38,22,164316,105822,3.0
2000,21,13,49200,38594,12.0
2007,22,10,54508,27462,1.0
2005,14,5,219363,33191,13.0
2000,16,8,459100,105225,
2007,36,19,225467,71490,
2003,44,11,317287,121442,0.0
1999,14,11,418032,32953,1.0
1999,10,5,10100,2781,1.0
2006,11,6,183614,3633,16.0
1996,22,10,220996,48173,
1998,10,6,21300,11188,21.0
2002,45,17,530819,65227,13.0
2006,42,25,131360,125684,18.0
2010,16,13,460846,43644,21.0
1998,22,16,94282,46117,6.0
1995,9,6,50300,6968,10.0
1998,43,24,245074,103376,0.0
1986,33,15,690255,141877,20.0
1999,6,6,49020,12629,2.0
2006,14,8,76628,54957,4.0
2008,7,6,43983,21638,8.0
2013,13,12,20493,10356,1.0
1984,42,21,562169,116574,5.0
1991,22,14,238205,12541,5.0
2003,26,15,64900,34650,2.0
2010,21,16,63249,52324,4.0
1998,15,10,272405,32000,1.0
2005,16,8,370192,72000,6.0
1999,26,11,319260,33102,4.0
2010,39,24,314395,71805,2.0
2002,27,17,242238,19818,19.0
2003,20,8,273016,34220,4.0
2002,30,12,444300,26583,2.0
2001,53,11,84944,76861,3.0
2001,9,3,61334,47840,17.0
1999,43,8,122021,131472,1.0
2006,17,11,426153,64351,6.0
2013,23,22,102080,67427,0.0
2005,18,11,486929,37078,9.0
2006,27,11,325191,32683,1.0
1998,18,8,231200,51056,19.0
1999,30,18,336231,83757,
1996,23,11,191900,95552,
2005,15,9,99970,47796,10.0
2009,23,7,39700,32597,
2006,28,19,289034,63662,1.0
2007,12,10,70917,38794,3.0
1993,19,4,192317,13309,
2001,9,2,42173,27684,17.0
2003,19,12,87965,60934,11.0
2013,6,3,41417,24573,19.0
2005,29,21,297743,35183,3.0
2004,19,12,28457,12877,0.0
2002,26,7,539185,49956,10.0
2005,16,5,470781,27859,0.0
2010,6,5,18700,10892,
1985,16,10,645243,157431,12.0
2006,32,13,121974,95416,3.0
2006,36,13,213076,48898,10.0
2002,19,7,54027,31755,
2007,37,13,46597,61908,0.0
2003,43,17,128965,100361,4.0
1997,22,15,162360,177276,
2012,12,11,95597,63711,3.0
2006,15,8,420279,38308,7.0
2003,14,5,29356,11611,15.0
1997,15,8,52500,18938,13.0
1990,16,9,40100,16451,18.0
1994,11,3,29900,5122,9.0
2007,32,18,134080,69757,3.0
2004,35,22,75300,65519,0.0
1998,61,13,260167,255023,4.0
1986,37,11,29125,6304,13.0
2010,20,19,59611,60040,8.0
2001,14,3,14900,13005,
2008,51,29,118355,47581,0.0
1987,31,17,306048,42895,7.0
2005,19,11,245715,22128,1.0
1991,15,10,57602,35251,1.0
2000,5,4,31581,14845,
2008,8,4,50615,37315,6.0
2008,6,3,34200,3205,0.0
2009,10,4,32504,29507,11.0
2013,7,4,19140,15323,
1989,19,5,9600,2623,2.0
2007,17,10,31817,121,6.0
1999,22,13,147900,134270,
2001,15,5,85700,64534,2.0
2013,8,6,58023,31248,
2012,14,11,37300,16232,6.0
1999,45,12,84984,31919,18.0
2002,15,8,60486,37820,11.0
2001,22,12,44624,22168,4.0
2008,10,4,72449,63813,0.0
2006,22,10,57440,28212,12.0
2005,18,7,174642,49575,17.0
2004,38,15,173661,40125,9.0
2003,28,7,272009,176223,15.0
1990,14,9,28300,16461,
2005,26,18,123645,95731,0.0
2002,18,15,161272,23769,0.0
1998,7,4,35039,30905,12.0
1983,48,22,296865,98301,4.0
1995,45,20,301749,57120,
2003,25,15,80711,34697,3.0
2010,21,13,178520,57832,3.0
1983,14,8,120000,9424,18.0
1996,31,15,107199,51871,1.0
1994,20,17,354973,48701,9.0
2001,32,6,158617,179947,2.0
2001,37,23,246793,93875,10.0
1984,30,12,105928,73196,4.0
2012,7,6,52118,31505,20.0
1998,28,15,319551,108496,9.0
1985,31,8,73908,44325,3.0
1986,27,15,1265115,170423,5.0
1995,9,3,10900,1581,
1996,29,7,170853,44571,3.0
2000,41,6,37624,27757,6.0
2013,16,9,201396,49173,2.0
1985,41,25,230608,135640,7.0
2004,21,15,91600,24983,7.0
2004,32,17,493030,5810,2.0
2013,5,5,24360,5940,4.0
1994,25,15,377936,81384,3.0
2008,22,18,70388,58176,7.0
2007,5,3,34200,4709,
1998,18,5,265386,67707,0.0
2008,25,10,320952,65989,8.0
1995,17,7,165800,25,
1999,16,6,95723,59436,11.0
2006,6,3,383200,2621,7.0
1997,21,15,262015,45338,11.0
2004,22,14,70540,57949,2.0
2001,17,6,54533,35495,6.0
1991,27,17,56610,24179,2.0
1996,31,22,306187,122555,4.0
2010,14,13,166146,23762,5.0
2000,16,7,340834,62364,0.0
2003,25,9,190900,11591,6.0
2002,26,15,431315,117722,6.0
1985,25,12,61762,16896,6.0
1997,25,20,67014,59643,10.0
2000,12,9,222761,70952,1.0
2001,20,11,156200,24254,1.0
1992,31,15,612835,118058,2.0
2007,19,9,144916,26746,0.0
1996,37,21,556495,83987,6.0
2005,12,5,63960,14068,10.0
2001,28,16,56301,21716,13.0
2007,19,13,56278,23806,1.0
2003,31,5,44548,39641,3.0
2000,25,9,31164,17813,2.0
2014,2,1,7500,2243,8.0
2004,27,11,25575,8252,6.0
2006,33,15,487036,60884,5.0
1987,26,22,127420,67205,1.0
2005,24,19,256641,54883,0.0
2002,47,11,456254,58811,4.0
2000,10,5,92828,14097,
2005,9,4,8527,1734,14.0
2000,6,6,33038,21396,
2014,18,15,303968,20648,6.0
2010,3,3,15900,1156,
1988,44,27,458987,91963,0.0
1999,44,13,518388,72076,1.0
2006,18,11,83242,46284,12.0
2009,22,9,163348,25196,8.0
1989,18,10,107564,6798,7.0
2007,24,17,96881,23632,1.0
2010,10,7,296429,17683,
2005,15,6,19935,7044,3.0
2008,16,14,99149,25820,
2004,29,9,559236,306422,
2014,8,6,20000,2421,4.0
2004,23,8,372331,82311,2.0
2002,18,14,25700,9251,7.0
1994,16,8,55050,52436,9.0
2001,28,12,139413,111027,4.0
1995,22,14,334147,20816,1.0
1986,37,10,99200,40326,1.0
1989,22,10,326085,77059,6.0
2010,27,13,443845,188345,4.0
2001,28,21,119170,85149,7.0
2002,56,22,469356,196103,7.0
2005,13,7,6200,923,1.0
1996,34,12,154902,20095,10.0
1996,42,19,439664,120223,6.0
2012,15,14,47970,23604,9.0
2003,22,18,142291,186502,4.0
1994,25,16,393677,28650,5.0
2003,4,4,32400,27710,17.0
2003,41,22,82849,59566,1.0
2003,10,9,272974,37066,13.0
2013,7,4,5400,1846,
2011,15,9,283095,24850,
2006,22,15,64385,31160,12.0
1998,27,4,93926,63019,2.0
1986,41,14,63178,24320,14.0
1992,21,11,304791,137723,7.0
2005,35,12,76145,36998,7.0
2006,12,7,45461,18953,
2014,6,5,26820,15599,
1990,10,8,42603,21524,8.0
2007,7,3,80248,11641,0.0
2006,39,26,308705,149350,9.0
1996,23,12,296547,39588,16.0
1993,19,10,504288,173577,6.0
2011,11,6,246413,34948,1.0
2004,9,7,19601,11308,2.0
2010,23,13,80400,32824,
1992,22,9,52426,36883,
2011,14,9,21521,9627,
1985,25,13,1046085,261267,4.0
2002,17,7,81575,54798,6.0
2001,21,9,221695,30835,4.0
2003,11,6,125262,33810,6.0
1993,16,9,46700,26736,
1997,21,10,28300,9474,12.0
2013,12,4,326151,35453,1.0
2004,28,11,63788,60055,6.0
1999,26,16,88973,75562,13.0
2002,16,8,81069,48141,12.0
1997,25,13,316995,78614,12.0
2010,11,5,28352,13094,20.0
1991,39,27,594687,129316,0.0
2014,4,4,7600,6150,14.0
1991,30,13,92260,28630,3.0
2005,22,8,62188,56484,9.0
2006,29,12,75898,42121,3.0
2001,7,3,37500,17541,4.0
1977,36,9,287168,57649,1.0
2001,17,12,110505,118868,13.0
1994,30,12,90110,68045,6.0
2004,27,12,51328,31431,10.0
2000,19,13,121638,44509,13.0
1998,23,7,42891,23865,12.0
2003,27,9,630212,168267,10.0
1988,35,19,168793,102874,1.0
2004,18,12,117274,60745,2.0
2000,43,16,47364,30022,6.0
1987,27,15,200903,62782,13.0
2002,21,10,129900,15040,1.0
1995,13,8,187285,24253,5.0
2007,15,8,37700,22308,
1998,14,7,54946,21231,0.0
2008,34,18,220081,36196,11.0
2011,9,9,40350,31377,0.0
2009,15,6,60437,63252,6.0
2009,10,6,17100,5892,1.0
1999,39,26,232192,60698,0.0
1992,13,6,193014,19041,4.0
2004,16,4,42893,26080,12.0
2005,14,9,265757,94165,8.0
1990,30,13,145545,8266,2.0
2014,5,4,114298,10454,24.0
1990,24,9,373444,37917,11.0
2001,24,13,320305,299854,3.0
1995,31,16,179880,55452,4.0
2013,8,6,6900,6037,1.0
2006,14,11,25122,13244,2.0
2000,34,14,116600,27793,
2001,27,17,265261,77758,
2006,27,18,216198,28919,8.0
2009,19,17,344593,57334,7.0
2008,26,15,141500,43881,23.0
2004,29,13,56000,19860,10.0
1999,20,11,287381,52201,
2003,23,7,67500,48135,13.0
2001,30,13,208940,44969,5.0
2007,14,7,69770,14936,10.0
1998,28,12,677151,116640,1.0
1994,40,18,513320,113937,3.0
2008,15,12,97250,76057,0.0
2000,40,9,333011,30488,2.0
1998,13,10,174200,13778,4.0
2009,9,4,61776,53252,7.0
2000,13,4,48000,32309,15.0
2005,19,10,205026,34660,4.0
1995,26,9,452073,20457,2.0
1995,29,15,119390,30256,16.0
2012,16,9,32950,12109,4.0
2002,17,12,51014,42264,14.0
1993,15,5,70047,52626,10.0
1997,9,6,61475,43053,23.0
1991,22,10,383433,119360,16.0
1996,49,24,62900,18973,1.0
1998,43,26,617072,79804,1.0
2000,21,9,233215,30879,17.0
1999,19,14,56935,24549,4.0
2010,17,12,310682,77257,5.0
2007,24,14,124498,74106,15.0
2005,19,13,547888,108069,2.0
2005,45,25,120497,57050,3.0
1996,12,6,379645,42373,24.0
1999,21,13,56278,16417,0.0
2007,6,4,34861,23323,0.0
2004,33,15,464904,43934,3.0
2003,21,16,43700,23812,0.0
2005,23,11,83168,52765,2.0
2010,9,6,51941,35039,8.0
1989,22,10,143396,38728,14.0
2003,27,13,133120,122126,
2000,20,10,192256,123882,
2007,19,8,248571,78033,10.0
2002,38,17,110322,65084,
1990,14,10,479716,8340,2.0
1998,57,14,225546,333531,2.0
1980,27,18,162144,42086,
1999,30,11,823636,53516,15.0
2004,59,21,370117,181821,7.0
2009,12,10,248635,8507,1.0
2007,26,17,104479,31678,8.0
1996,43,16,330904,72796,7.0
2000,26,11,77640,17763,
2014,10,9,48080,18382,6.0
1998,20,10,140309,21978,0.0
2010,20,16,346418,67280,12.0
2010,9,5,61066,67119,0.0
2006,14,5,232094,16531,14.0
1996,33,11,339723,25684,11.0
2005,41,16,141348,113519,2.0
2005,44,28,594046,66860,1.0
2002,46,20,160845,35145,3.0
2013,5,5,13700,10116,22.0
2004,20,12,342550,34156,2.0
2010,16,10,59600,41660,13.0
1999,24,12,134920,114997,1.0
2008,9,5,16200,0,0.0
2007,7,6,28400,15710,13.0
2010,11,7,90025,43031,7.0
2004,8,5,60671,44704,2.0
2006,12,7,53694,22809,6.0
2001,25,16,314313,98611,7.0
2002,22,11,269307,269011,1.0
2004,37,21,330254,50442,4.0
2000,4,0,0,0,20.0
1997,37,13,150693,54268,2.0
1997,30,12,709773,85599,13.0
1996,31,15,832225,57979,15.0
2001,37,24,81862,32088,4.0
2011,14,11,127666,129091,5.0
1992,14,8,50672,38635,8.0
2012,13,9,25700,4831,1.0
2013,13,11,59211,47055,4.0
2001,19,9,209978,187415,2.0
1996,29,13,37451,27604,13.0
2010,13,9,45972,15227,
2011,15,7,80103,55626,7.0
2004,19,14,54473,40718,
2010,15,9,73180,51354,1.0
1992,29,16,107367,40410,12.0
2003,32,12,415096,58663,1.0
2009,15,12,114575,49713,2.0
1989,18,7,29600,8702,13.0
2002,10,7,97497,66231,18.0
2005,18,4,11000,5835,4.0
2004,3,1,4500,709,0.0
1996,4,4,40423,23050,5.0
2007,21,14,35527,44661,2.0
2004,24,14,91776,45782,
2007,35,16,38450,26991,1.0
1995,37,12,112343,99615,0.0
2003,19,11,56450,38553,5.0
2006,27,13,275458,113642,4.0
2015,6,5,17973,12594,11.0
1989,28,11,779847,111239,8.0
1986,11,8,233003,119150,
2000,11,3,48358,17209,
2006,16,14,55128,72049,2.0
2003,23,11,330937,61210,5.0
1998,10,8,317711,46803,8.0
2012,7,6,9600,6106,2.0
1995,33,18,203734,40310,14.0
2012,8,7,163465,11734,8.0
2001,33,19,244929,75961,9.0
1993,30,17,341648,50585,1.0
1988,13,6,64566,54131,14.0
1986,21,9,52297,27277,0.0
2005,30,11,546050,56980,18.0
2007,14,13,35803,24927,
2005,32,15,150119,155184,6.0
2008,16,14,52727,31315,12.0
2007,16,11,39000,11449,8.0
1985,20,11,57147,33254,17.0
2002,8,6,167700,32981,8.0
2006,18,10,86063,59455,4.0
2005,25,9,72964,35985,3.0
2014,3,3,3500,2799,4.0
2003,11,8,4200,1668,5.0
2004,31,12,90205,56065,3.0
1994,18,12,113069,79563,
2006,14,14,35850,12757,3.0
2006,28,10,56790,32950,5.0
2012,9,7,192647,2944,18.0
2005,35,21,546981,63220,6.0
1996,35,20,291309,77225,24.0
2014,13,8,43332,31897,1.0
2009,12,7,40529,16007,19.0
2003,30,12,353600,66115,14.0
2006,26,13,67237,67615,17.0
2003,19,8,336340,52079,3.0
1980,41,15,717920,68514,7.0
1987,3,2,33000,1160,4.0
1999,24,10,101934,29884,14.0
2005,12,8,30884,11458,6.0
2001,21,12,125441,54929,9.0
2005,36,19,489407,78746,18.0
2002,19,7,60200,17596,
1990,26,13,281933,55725,9.0
2009,39,20,73186,76079,2.0
2009,23,19,86837,53137,3.0
2004,67,40,185484,129664,7.0
2012,8,7,46540,29530,4.0
2002,33,13,47857,37848,3.0
1992,8,1,7000,1200,
2002,33,25,155779,89232,22.0
2006,26,18,70767,55878,10.0
2012,6,5,8600,7176,
2012,11,10,25300,17819,
2010,9,5,36400,11435,
2001,35,12,473454,17776,4.0
2009,24,7,16787,8685,2.0
2005,7,6,37685,32861,2.0
2014,11,9,42884,25358,5.0
2013,8,7,34805,11267,5.0
2011,13,8,286500,28261,1.0
1994,9,4,21300,12569,12.0
2005,22,11,222830,156086,9.0
1989,51,27,169367,110708,3.0
2010,23,17,43700,14683,20.0
2004,18,12,168827,55997,2.0
1998,11,6,68921,49657,8.0
1988,34,18,439574,18060,3.0
2013,11,7,44200,18507,14.0
2002,39,22,144667,107363,0.0
2003,13,10,51461,23448,19.0
2012,14,12,127961,14440,2.0
2001,24,16,69327,25667,10.0
2003,25,9,70225,41945,2.0
1989,9,6,53170,44911,1.0
2002,25,13,285357,18533,6.0
2006,14,13,47200,40586,4.0
2003,21,19,48400,16832,3.0
1993,26,14,440797,104822,20.0
1981,29,16,98500,25381,13.0
2005,30,9,32300,6199,4.0
1976,24,15,416561,129176,6.0
2000,7,7,8313,4664,2.0
2000,24,9,186129,32311,7.0
2005,20,7,75002,54779,13.0
2012,29,12,97362,14490,5.0
1984,26,14,449244,74738,
2012,5,5,57979,26952,14.0
2000,19,5,61778,30228,4.0
2005,36,19,144902,97741,
2004,27,13,335929,44980,4.0
1989,18,9,520265,99945,14.0
1983,11,8,55396,17136,
2003,36,16,333021,80746,12.0
1988,5,3,8300,4478,3.0
2005,12,6,366439,30675,5.0
2006,5,4,4400,2979,21.0
2008,12,10,127976,54567,
2007,29,26,75406,68211,21.0
2010,15,11,68615,30012,5.0
2009,8,6,31208,22913,0.0
2009,17,10,182726,29075,3.0
2003,17,9,55257,20118,5.0
2008,31,24,106294,52724,2.0
1996,27,12,185498,55667,17.0
1989,11,6,40819,22278,8.0
2000,15,13,27445,574,3.0
1989,30,17,323045,61663,8.0
2006,17,7,119700,10545,8.0
2005,23,6,489483,190039,
2002,14,5,186700,32934,1.0
2002,26,14,364017,101088,1.0
2005,28,7,44172,27826,0.0
2007,16,7,38258,27119,2.0
2003,16,6,113706,84244,16.0
1994,29,14,49100,9274,4.0
2005,28,21,149969,29569,16.0
2003,16,6,43720,25029,3.0
1994,32,21,490397,74450,5.0
2007,25,6,203043,42383,1.0
1987,22,8,96800,30135,11.0
2006,18,13,470486,41640,5.0
2000,16,7,289762,60686,21.0
2002,9,4,56010,35404,
2009,21,10,41378,29404,0.0
1997,19,5,139500,15219,5.0
2007,16,5,21645,11494,12.0
2001,7,5,316133,55332,4.0
1971,38,9,372713,38166,2.0
2008,19,8,6800,3946,5.0
1992,21,9,367900,44822,5.0
2009,10,7,37461,26434,1.0
2002,31,19,270087,185697,21.0
1997,10,7,339425,35212,23.0
2002,13,10,73842,36906,21.0
2010,14,8,104297,17466,0.0
2014,8,6,10000,6088,2.0
1986,24,12,93054,36220,7.0
2001,30,21,375888,85538,
2007,23,10,226456,122335,
2004,32,15,143041,53206,1.0
2005,11,6,42532,16841,15.0
2005,20,17,245755,60804,1.0
2001,32,23,85175,80180,10.0
1988,11,7,187950,24544,20.0
1993,35,19,110350,14499,9.0
1997,9,5,29693,7334,
2009,39,14,122217,73719,4.0
1999,21,15,688138,103354,7.0
2004,33,10,135374,116407,5.0
2014,13,9,55612,29930,14.0
1997,32,13,354858,57831,4.0
2005,12,8,45594,23081,14.0
2006,25,8,110394,121587,9.0
2011,18,6,61370,54853,8.0
2006,15,9,214835,23152,18.0
1999,13,7,31678,18594,
1969,25,10,224676,92736,
2004,13,5,327440,23763,11.0
1999,9,6,12400,5588,
2013,15,13,71575,19435,14.0
2013,6,4,9100,800,0.0
2002,32,11,508144,49769,10.0
2014,6,6,25277,12540,13.0
2007,20,15,240404,51180,3.0
2003,12,9,58008,31415,8.0
2014,7,6,7100,4038,
