emp_title,emp_length,state,homeownership,loan_amount,term,interest_rate
driver / warehouse,10.0,NH,RENT,8000,36,12.61
police officer,10.0,NJ,RENT,40000,60,16.01
foreman,3.0,TX,RENT,22000,36,13.58
conference coordinator,2.0,GA,MORTGAGE,12000,60,10.41
lead line service tech,3.0,CT,RENT,10000,36,13.59
weighmaster,10.0,CA,RENT,4800,36,18.45
receptionist,5.0,NY,RENT,4300,36,12.62
vision center sales,7.0,FL,RENT,36000,36,7.97
sales executive,3.0,NJ,MORTGAGE,20000,36,21.45
it analyst ii,2.0,CO,MORTGAGE,10000,36,5.32
,,AZ,MORTGAGE,1100,36,11.99
owner/agent,5.0,NJ,MORTGAGE,40000,36,9.44
service delivery manager,1.0,MO,MORTGAGE,20000,36,6.07
director,5.0,NJ,MORTGAGE,4000,36,11.99
registrar,10.0,NY,RENT,12500,60,24.85
private investigator ,5.0,FL,MORTGAGE,20000,60,12.61
operator,6.0,TX,MORTGAGE,17425,60,9.43
therapist,0.0,PA,RENT,7000,36,6.71
sales and leasing agent,8.0,HI,RENT,15000,36,17.09
registered nurse ,7.0,AL,RENT,7200,36,10.42
,,FL,OWN,20000,36,6.72
assistant professor,2.0,PA,RENT,7000,36,7.35
credit manager,10.0,IN,MORTGAGE,22000,60,14.08
mechanic,10.0,WY,MORTGAGE,6000,36,5.32
full time rn,10.0,NY,MORTGAGE,35000,60,10.42
supplier diversity ,4.0,IN,MORTGAGE,24000,60,28.72
office managetr ,10.0,CT,RENT,25000,36,7.34
safety manager,7.0,SC,RENT,4000,36,5.31
parts dept / buyer ,10.0,MD,MORTGAGE,28000,60,15.04
enterprise storage engineer ,1.0,NJ,MORTGAGE,8000,36,11.98
delivery driver,2.0,TX,RENT,9600,36,10.91
consultant,3.0,IL,RENT,6500,36,6.08
executive assistant/ accts coord,1.0,TX,MORTGAGE,20000,60,25.82
,,PA,RENT,3000,36,13.59
,,FL,RENT,8000,36,16.01
director of purchasing ,2.0,TX,MORTGAGE,10000,36,15.05
yard master,10.0,MD,MORTGAGE,35000,60,25.81
mental health tech/ staff development,10.0,IL,RENT,35000,36,14.08
general manager,10.0,GA,RENT,7000,36,9.43
,,GA,MORTGAGE,10500,36,9.43
foreman ,10.0,GA,MORTGAGE,28000,60,9.43
access service librarian,10.0,OH,MORTGAGE,15000,60,11.99
maintenance engineer,10.0,MN,MORTGAGE,15000,36,10.41
front office ,4.0,CO,MORTGAGE,6500,36,11.99
pharmacist,10.0,CO,MORTGAGE,35000,36,7.34
pse,2.0,WI,RENT,15000,36,16.02
maintenance supervisor ,2.0,TX,RENT,11000,36,10.91
auto advisor supervisor,10.0,NJ,MORTGAGE,30000,60,21.85
cook,0.0,NC,RENT,7500,36,18.45
"vp, technology",10.0,OH,MORTGAGE,21000,60,17.09
auditor,10.0,NC,MORTGAGE,32000,36,9.93
driver,10.0,WV,OWN,9800,36,13.59
reporter,10.0,CT,RENT,4000,36,12.61
branch operations,10.0,FL,MORTGAGE,25000,60,18.06
application consultant,2.0,TX,MORTGAGE,15000,36,9.44
nurse ,10.0,CA,MORTGAGE,12000,36,10.42
,,MD,MORTGAGE,35000,36,16.01
insurance agent,5.0,SC,MORTGAGE,16000,60,13.59
driver ,3.0,FL,RENT,13000,36,10.42
owner,10.0,OH,MORTGAGE,20000,36,7.35
office manager ,10.0,VA,RENT,38000,60,15.04
administrative,10.0,CA,RENT,10000,36,7.97
debt collector,3.0,MA,RENT,13000,36,7.34
teacher,0.0,CT,RENT,30000,60,23.88
teller,6.0,KY,MORTGAGE,34800,36,10.41
associate professor,5.0,TX,RENT,30000,36,20.0
warehouse associate,1.0,CA,MORTGAGE,6500,36,10.9
nurse,10.0,VA,MORTGAGE,10000,60,13.59
computer technician,10.0,TN,RENT,40000,60,11.99
mechanic,3.0,CA,MORTGAGE,25000,60,16.01
counselor,8.0,OH,MORTGAGE,19000,36,16.01
flight attendant,10.0,NJ,RENT,16000,36,7.96
,,CA,OWN,13700,36,5.32
program manager,10.0,MD,MORTGAGE,40000,36,10.91
cna,2.0,MD,MORTGAGE,6000,36,7.35
western regional manager,10.0,WA,MORTGAGE,40000,60,15.04
owner,10.0,PA,RENT,12000,36,21.85
bilingual case manager ,2.0,DC,OWN,35000,36,12.62
attorney,0.0,PA,RENT,17000,36,7.35
,,MA,RENT,6025,36,10.41
finance manager,6.0,CA,RENT,12000,36,10.91
nursing assistant,3.0,CA,OWN,7800,36,7.34
design sales,10.0,CT,MORTGAGE,28000,36,19.03
administrative secretary ,10.0,CA,RENT,10000,36,7.97
auto body estimator,0.0,VA,MORTGAGE,25000,60,12.62
truck driver,7.0,CT,MORTGAGE,16000,60,13.58
owner,10.0,NC,RENT,12000,36,12.62
claims clerk,10.0,AZ,RENT,2800,36,14.08
,,AZ,MORTGAGE,25000,60,13.58
attorney,4.0,IN,MORTGAGE,35000,36,7.97
sales consultant,3.0,CA,RENT,20000,36,15.05
,,CA,MORTGAGE,10000,36,6.72
engineering project manager,4.0,TX,MORTGAGE,20000,36,5.32
staffing coordinator,10.0,CA,RENT,6000,36,20.0
registered nurse ,10.0,NY,OWN,10000,36,5.31
project manager ,0.0,NC,OWN,12000,36,13.58
,,TX,MORTGAGE,10000,36,10.9
office manager,10.0,WV,OWN,12500,36,6.71
owner,10.0,NC,MORTGAGE,20000,60,11.99
licensed lending officer,1.0,TX,RENT,12000,36,10.41
manager,7.0,ME,RENT,4000,36,9.92
modeler,1.0,NV,RENT,10000,60,12.61
automotive equipment mechanic,10.0,CA,RENT,10000,36,11.98
assist manager ,3.0,OH,RENT,2800,36,10.42
senior transportation surveyor,10.0,CA,MORTGAGE,5000,36,6.72
engineering specialist,10.0,MD,MORTGAGE,32000,60,15.05
erse 4,10.0,NY,RENT,9600,36,13.58
qa analyst,0.0,MD,MORTGAGE,15000,60,17.09
,10.0,AZ,RENT,14400,36,9.92
paralegal,5.0,TX,MORTGAGE,10000,36,10.42
store manager,2.0,AZ,RENT,21000,36,16.01
analyst general,10.0,TX,MORTGAGE,40000,36,5.32
floor manager,0.0,RI,OWN,10000,60,20.39
payroll mgr,10.0,PA,OWN,1000,36,11.99
president,10.0,FL,MORTGAGE,17150,36,6.72
compliance consultant,6.0,FL,RENT,16000,36,15.04
district sales manager,2.0,NY,MORTGAGE,24000,36,9.93
,,KS,RENT,20000,36,10.91
soldier,2.0,NY,RENT,28000,36,6.0
service tech,2.0,OK,RENT,25000,60,10.42
medical record qa,10.0,CA,RENT,6000,36,7.35
,,NC,OWN,40000,60,9.93
office manager,10.0,TX,MORTGAGE,15000,36,11.99
lead medical secretary,4.0,AZ,RENT,15000,36,7.34
project specialist,1.0,MN,OWN,25000,36,18.45
senior developer,10.0,VA,MORTGAGE,10000,36,7.97
customer service specialist,4.0,MD,RENT,15000,60,28.72
president,10.0,WA,MORTGAGE,30000,36,6.08
dental assistance/administration ,6.0,OR,MORTGAGE,25000,60,12.61
lab tech,10.0,OH,OWN,28000,60,16.02
register nurse,9.0,OH,MORTGAGE,25000,60,12.62
truck driver,10.0,MA,RENT,13000,36,7.97
administrator,10.0,SC,MORTGAGE,10000,36,9.44
checker,10.0,CO,RENT,2000,36,13.59
,,SC,OWN,10000,36,11.98
press operator ,10.0,MI,OWN,7000,36,10.91
it technical lead,8.0,FL,MORTGAGE,30000,60,26.77
president,8.0,CA,OWN,20000,36,5.32
,,MS,OWN,10000,36,12.62
family and community advocate ,4.0,CO,RENT,7000,36,13.59
supply chain specialist,10.0,MN,RENT,23000,60,19.03
analyst ,1.0,CA,RENT,20000,60,24.84
svp client management,10.0,CA,RENT,35000,60,17.47
program analyst,10.0,OR,RENT,10000,60,9.43
owner,10.0,IN,OWN,10000,36,7.35
h&s inspector,8.0,NY,RENT,15000,36,10.41
head baseball coach,5.0,IL,MORTGAGE,6000,36,11.99
hha ,7.0,NY,RENT,6000,36,16.01
foreman,10.0,NY,MORTGAGE,13650,60,12.62
cyber warfare,8.0,CO,MORTGAGE,20000,36,9.43
poker dealer,10.0,NV,OWN,10000,36,6.08
estimator,10.0,TX,MORTGAGE,35725,36,10.91
route sales rep,5.0,PA,MORTGAGE,3000,36,7.97
6th grade teacher,0.0,CA,RENT,12000,36,13.59
,,WI,MORTGAGE,10000,36,16.02
sous chef,10.0,CA,RENT,12000,36,7.34
management services director,10.0,WI,RENT,4600,36,14.07
dental hygienist,0.0,TX,RENT,13000,60,9.44
cocktail ,3.0,LA,OWN,10000,36,12.61
electrician,9.0,NC,MORTGAGE,5700,36,7.97
machine adjuster ,10.0,PA,OWN,10000,36,10.42
flight attendant,9.0,NC,RENT,15000,36,7.97
warehouse worker,0.0,CA,RENT,5600,36,21.45
felony collections officer,10.0,TX,RENT,11000,60,17.09
electrical engineer,10.0,MA,MORTGAGE,25000,60,10.42
sales,4.0,IN,MORTGAGE,25000,36,6.71
engineer,10.0,NJ,RENT,5000,36,9.92
sales,5.0,FL,MORTGAGE,7000,36,7.34
vp,0.0,FL,MORTGAGE,35000,60,21.85
executive assistant/bookkeeper,3.0,NY,RENT,12000,36,5.32
,,NJ,RENT,40000,36,9.43
accounting manager,10.0,MA,MORTGAGE,20000,60,7.34
patient transport,3.0,CT,OWN,3500,36,26.3
owner,7.0,NC,MORTGAGE,2500,36,12.61
manager ge,2.0,VA,MORTGAGE,15000,60,11.98
assembly ,4.0,KS,RENT,10000,36,9.43
registered nurse,1.0,NY,MORTGAGE,12000,36,10.42
registered nurse,10.0,PA,MORTGAGE,14000,36,10.9
vice president,9.0,MA,MORTGAGE,10500,36,10.9
rental consultant,5.0,CO,RENT,10000,36,6.72
,,NE,RENT,10200,36,7.96
live hanger,9.0,DE,OWN,10000,36,13.58
,,CA,MORTGAGE,15000,60,7.34
project engineer ,1.0,CO,RENT,25200,36,15.04
customer success manager,8.0,CO,MORTGAGE,5000,36,6.08
assistant district attorney ,10.0,NY,MORTGAGE,12000,36,7.96
wareworker,5.0,DE,MORTGAGE,4000,36,6.07
mechanic,10.0,CA,MORTGAGE,36000,60,10.9
manager,2.0,MN,MORTGAGE,6000,36,6.72
workers compensation ,8.0,PA,OWN,1200,36,11.99
plumber,0.0,WA,MORTGAGE,10000,36,15.04
,,FL,MORTGAGE,17950,36,16.01
home provider,10.0,KY,MORTGAGE,14000,36,7.34
technology team leader,5.0,MI,MORTGAGE,11000,36,7.35
senior systems architect,3.0,AZ,MORTGAGE,40000,36,5.31
owner ,10.0,FL,RENT,25000,60,13.59
teacher,3.0,AL,MORTGAGE,1800,36,9.43
,,MI,MORTGAGE,7200,36,7.97
project associate,6.0,NY,RENT,8000,36,6.07
air traffic controller,3.0,CA,RENT,14000,36,11.99
accounts payable,1.0,TX,RENT,21000,60,14.08
patient safety companion,1.0,NC,RENT,10000,36,15.04
community development officer,3.0,CA,RENT,20000,36,7.35
project control,7.0,ND,MORTGAGE,30000,36,9.43
program coordinator ,1.0,FL,MORTGAGE,18000,36,11.98
management ,10.0,FL,OWN,28000,36,5.32
licensed nurse,1.0,DE,RENT,35000,60,18.06
relationship specialist,5.0,TX,MORTGAGE,12000,36,11.98
settlement officer ,10.0,CA,RENT,18000,36,10.9
registered nurse,2.0,WI,RENT,30000,60,21.45
owner,10.0,NJ,RENT,14000,60,11.98
sr account executive,9.0,CA,MORTGAGE,36000,36,6.07
bc111,10.0,GA,MORTGAGE,5500,36,6.72
program coordinator,10.0,CA,RENT,16000,60,10.41
,,CO,MORTGAGE,40000,36,7.35
horticulture inspector ,2.0,NY,RENT,10000,36,10.9
purchasing supervisor,5.0,CA,MORTGAGE,14000,60,19.03
assistant financial controller,3.0,NY,MORTGAGE,19000,36,6.71
baggage handler,10.0,TX,MORTGAGE,12000,36,11.99
content review specialist,0.0,CA,RENT,7000,36,10.42
registered nurse,10.0,MA,RENT,20000,60,17.47
attorney,10.0,OH,RENT,10000,36,9.93
human resources ,6.0,RI,RENT,10500,60,15.05
truck driver,6.0,NJ,MORTGAGE,15000,60,10.9
machine operator,5.0,WA,MORTGAGE,18000,36,13.59
assistant district attorney,2.0,NY,RENT,13600,36,19.03
delivery driver,10.0,TN,MORTGAGE,20000,36,19.42
detailer,4.0,WA,RENT,3000,36,19.03
sales manager,0.0,MD,MORTGAGE,4100,36,14.08
deputy,10.0,KS,MORTGAGE,7300,36,6.08
shop forman,10.0,TX,MORTGAGE,20000,36,5.31
carpenter,10.0,VT,MORTGAGE,20000,60,13.59
accounting clerk,7.0,CA,RENT,28000,36,16.02
salesman,10.0,CA,RENT,35000,36,14.08
,,WV,MORTGAGE,10000,36,6.07
personal banker,6.0,NJ,RENT,5000,36,11.98
social worker,1.0,IL,RENT,35000,36,13.59
software product manager,10.0,MN,RENT,16000,36,10.41
driver,3.0,CT,RENT,30000,60,20.0
sgt,4.0,WA,RENT,4400,36,7.97
bus driver,10.0,LA,OWN,10000,36,9.44
surgical tech,4.0,WI,MORTGAGE,8500,36,14.08
custodian,4.0,NY,RENT,20000,36,21.45
facilities technician ,10.0,IL,OWN,9000,36,9.93
project engineer,10.0,PA,MORTGAGE,24000,36,12.61
superintendent ,10.0,TX,OWN,10000,36,5.32
chief petty officer,10.0,IL,RENT,10000,36,7.96
administrative specialist,2.0,CA,RENT,9500,36,5.32
plant manager ,4.0,IN,MORTGAGE,8000,36,7.35
crew,0.0,OH,RENT,10000,60,16.02
account manager,10.0,OR,MORTGAGE,15000,36,5.32
doorman ,10.0,NV,MORTGAGE,23000,60,6.72
renal social worker,3.0,MN,RENT,12000,60,26.3
owner/builder,10.0,VT,MORTGAGE,10000,60,12.62
owner ,2.0,OR,MORTGAGE,35000,36,19.42
rn,10.0,WA,RENT,10000,36,11.98
manager,9.0,NY,OWN,6500,36,10.42
,,ID,RENT,10000,36,7.97
coo,5.0,KS,MORTGAGE,40000,36,9.43
,,FL,OWN,16000,36,16.02
supervisor,10.0,NY,RENT,4000,36,10.42
operations manager,2.0,CT,MORTGAGE,5000,36,9.43
sales,3.0,CO,OWN,20000,36,14.08
security bike officer,1.0,NV,MORTGAGE,3500,36,20.0
teacher,3.0,CA,RENT,15000,60,20.0
pct ,2.0,SD,MORTGAGE,15000,36,10.41
 lead hydraulic mechanic,10.0,CO,RENT,11400,60,18.45
music director,5.0,NC,MORTGAGE,24000,60,12.62
safety coordinator,10.0,TX,OWN,20000,36,10.42
software architect,8.0,CA,MORTGAGE,40000,36,5.31
landscaper ,10.0,MA,MORTGAGE,15000,36,11.99
radiology department,8.0,NY,MORTGAGE,8475,36,10.9
book keeper,10.0,MS,OWN,30000,60,17.09
law enforcement officer,3.0,FL,RENT,7000,36,5.32
foreman,4.0,TX,OWN,25000,36,22.9
medical assistant,3.0,CA,RENT,10000,36,10.42
lift truck operator,10.0,NJ,RENT,16000,60,10.42
pharmacist,10.0,CO,MORTGAGE,15000,36,6.07
officer,10.0,CA,MORTGAGE,40000,60,14.07
project manager,3.0,VA,RENT,40000,36,10.9
senior cad drafter,4.0,CA,OWN,10000,36,10.91
marketing coordinator,0.0,WI,RENT,3000,36,17.47
custodian,10.0,WY,MORTGAGE,2500,36,12.62
barber,1.0,FL,MORTGAGE,20000,36,7.96
,,CA,RENT,10000,36,7.97
professor,10.0,MD,RENT,16000,60,13.58
assistant manager,5.0,MD,OWN,20000,60,26.77
rn,10.0,GA,MORTGAGE,6000,36,9.43
battery commander,10.0,OK,RENT,25000,36,23.88
assistant service manager,4.0,FL,RENT,9600,36,11.99
primary nurse case admin,2.0,TX,MORTGAGE,24000,36,6.07
"vice president, regulatory affairs ",4.0,MA,MORTGAGE,25000,36,14.08
secretary,4.0,MI,RENT,5000,36,14.07
general clerk,2.0,UT,MORTGAGE,20000,36,15.04
senior purchasing agent,10.0,NY,OWN,20000,36,7.34
quality inspection,9.0,MN,MORTGAGE,26400,60,9.43
resident physician,6.0,TX,RENT,10000,60,9.92
store manager,3.0,NJ,RENT,25000,36,19.03
sales manager,6.0,IL,RENT,10000,60,15.04
sales consultant,2.0,PA,RENT,1600,36,13.59
manager,10.0,NJ,MORTGAGE,15000,36,11.99
manager,6.0,TN,MORTGAGE,10000,60,21.85
,,MD,OWN,10000,36,10.91
studio manager,6.0,CA,RENT,20000,60,9.43
executive secretary,5.0,TX,MORTGAGE,14000,36,5.31
sr business control specialist ,10.0,RI,RENT,7000,36,5.31
private health aid,2.0,NJ,RENT,4000,36,5.32
software developer,2.0,MN,RENT,10000,36,7.97
engineer,3.0,TX,MORTGAGE,20000,36,6.72
solution architect senior manager,10.0,FL,MORTGAGE,20000,60,15.05
manager,10.0,TX,MORTGAGE,2500,36,7.96
store manager,9.0,NY,MORTGAGE,5500,36,18.06
truck driver,0.0,CA,RENT,12000,36,13.59
owner,4.0,FL,MORTGAGE,6500,36,17.09
reporting analyst,6.0,AZ,RENT,2500,36,11.98
record management specialist,10.0,MD,MORTGAGE,5000,36,11.99
ap coordinator,2.0,NY,RENT,8000,36,20.0
arborist,3.0,IL,MORTGAGE,18000,60,7.35
vet technician ,5.0,FL,RENT,1000,36,10.41
deputy probation officer iii,10.0,CA,MORTGAGE,10800,36,10.42
content manager,1.0,GA,OWN,40000,36,7.34
filling lead,10.0,PA,RENT,12500,36,7.34
forman,10.0,CA,MORTGAGE,6000,36,16.01
nail technician ,2.0,FL,RENT,12000,36,15.05
sales ,0.0,WA,RENT,12000,60,14.08
,,MI,OWN,15000,60,9.92
team lead,4.0,FL,RENT,8000,36,15.04
vice president,10.0,CA,MORTGAGE,6000,36,9.44
president,10.0,CA,MORTGAGE,12000,60,13.59
director,10.0,MI,OWN,12000,36,6.72
owner,4.0,TN,MORTGAGE,20000,60,13.59
server engineer,10.0,NY,MORTGAGE,25000,60,30.79
,,CO,MORTGAGE,24000,60,9.93
project manager,0.0,FL,MORTGAGE,25000,60,15.05
cut up,2.0,MO,MORTGAGE,4800,36,7.96
analyst,7.0,NY,RENT,9600,36,7.34
after school day care,2.0,CT,MORTGAGE,22000,60,10.42
manager,8.0,ID,RENT,10000,36,14.08
famil advocate,5.0,MD,RENT,5000,36,11.98
,,NY,RENT,3000,36,7.35
commercial  maintenance tech,1.0,NE,MORTGAGE,10000,36,13.58
administrative assistant,10.0,PA,MORTGAGE,40000,60,13.58
maternal child health specialist,10.0,CA,RENT,19500,60,16.02
administrator,10.0,CA,RENT,8500,36,7.35
creative services manager,0.0,CA,RENT,10000,36,17.09
assistant manager,2.0,NV,MORTGAGE,6500,36,15.05
data analyst,10.0,KS,RENT,24450,60,18.45
par professional mentor,5.0,NC,RENT,15000,36,19.42
sr it consultant,2.0,WA,MORTGAGE,24000,60,10.42
owner,6.0,CT,MORTGAGE,11000,36,14.08
assistant to the treasurer,6.0,FL,RENT,40000,60,12.61
certificated payroll professional,8.0,OH,OWN,14000,60,19.03
,,OH,RENT,17000,36,19.03
owner,10.0,CA,RENT,5000,36,7.34
library specialist,7.0,PA,OWN,7200,36,13.59
general contractor ,10.0,CA,RENT,7000,36,9.44
systems analyst,10.0,IL,MORTGAGE,20700,36,9.92
case manager,3.0,FL,RENT,20700,60,26.77
registered nurse,10.0,MO,OWN,9000,36,10.41
vice president of sales ,0.0,NC,MORTGAGE,10000,36,19.03
senior salesforce developer/architect,2.0,CT,RENT,35000,60,9.92
office manager,10.0,MI,RENT,10000,36,11.99
owner / operator,10.0,KS,MORTGAGE,4500,36,17.09
retail sales associate,3.0,NY,RENT,5000,36,11.98
administrative,10.0,CA,RENT,15000,36,17.09
loan officer,5.0,TX,MORTGAGE,12000,36,10.41
venue manager,3.0,TX,RENT,16800,60,18.06
teacher,10.0,WY,RENT,6000,36,6.72
tsr,4.0,CA,MORTGAGE,10000,36,9.43
cst certified surgical technician ,8.0,NC,RENT,4800,36,21.45
teacher,10.0,CA,MORTGAGE,15000,36,10.41
teacher,10.0,WA,MORTGAGE,12000,36,11.99
,,SD,MORTGAGE,5800,36,5.32
heart transplant coordinator,10.0,IL,MORTGAGE,40000,60,9.44
teacher,10.0,IL,MORTGAGE,24000,60,10.9
executive general manager,0.0,NC,MORTGAGE,36000,36,9.44
,,FL,MORTGAGE,15000,60,9.92
appliance technician,10.0,CO,MORTGAGE,15000,60,7.35
patrolman,10.0,IL,MORTGAGE,30000,60,11.98
administrative assistant,2.0,NY,RENT,10000,36,7.96
secretary,10.0,NY,RENT,1000,36,19.03
service operator 2,6.0,TX,RENT,1800,36,10.91
counselor,3.0,CA,MORTGAGE,9600,36,12.61
sr sales manager,2.0,CT,MORTGAGE,35000,36,10.41
supervisory it specialist,10.0,KY,MORTGAGE,28000,60,13.58
,,IN,RENT,5600,36,9.92
contracts manager,4.0,MD,RENT,6000,36,6.08
registered nurse,2.0,SC,RENT,10000,36,13.59
registered nurse,10.0,OH,RENT,30000,36,10.41
receptionist ,0.0,CA,RENT,22300,60,21.85
,,NJ,MORTGAGE,10000,36,9.44
firefighter/paramedic,10.0,CA,MORTGAGE,35000,36,7.97
service analyst manager,10.0,IL,MORTGAGE,16800,36,12.61
senior accountant,3.0,OR,RENT,10000,36,7.34
mob technician,10.0,TX,OWN,10000,36,14.07
landscaper ,1.0,NC,OWN,16000,36,16.01
teacher,0.0,OK,MORTGAGE,22000,36,6.07
director of sales,3.0,CO,RENT,24000,36,10.42
road driver,10.0,NY,MORTGAGE,13000,36,6.71
machinist/engineer,10.0,FL,OWN,13000,36,7.35
office manager,8.0,OH,MORTGAGE,6500,36,9.93
driver,3.0,VA,RENT,4000,36,12.61
systems administrator,5.0,WY,MORTGAGE,9000,36,14.08
chef,10.0,VA,RENT,40000,36,9.44
registered nurse ,4.0,FL,MORTGAGE,3300,36,5.31
department maneger ,10.0,MA,MORTGAGE,6025,36,12.61
process engineer,2.0,IL,RENT,8000,36,7.34
controller,10.0,AZ,MORTGAGE,5000,36,6.07
rn,2.0,GA,RENT,24000,36,10.41
cna,3.0,FL,OWN,10000,60,19.42
medical assistant,2.0,AZ,MORTGAGE,5000,36,6.08
client service specialist,10.0,FL,RENT,18000,36,20.0
teacher,0.0,CA,RENT,15000,36,5.32
,,NY,RENT,20000,36,13.58
labor ,2.0,NJ,RENT,9000,36,11.98
dna extraction techologist iii,3.0,MD,RENT,20000,60,14.07
teacher,10.0,NY,MORTGAGE,40000,60,15.05
claim services mgr,5.0,OR,RENT,25000,36,13.58
sales,7.0,CO,MORTGAGE,27825,60,10.42
welder,10.0,MN,MORTGAGE,24000,60,10.42
operations engineer,3.0,LA,OWN,40000,36,5.32
vp & counsel,3.0,MD,OWN,35000,36,6.72
certified registered nurse anesthetist ,4.0,LA,MORTGAGE,40000,36,7.97
registered nurse,1.0,OR,RENT,10000,60,12.61
srsystems analyst,8.0,CT,RENT,40000,36,9.92
logistic management specialist,10.0,CA,RENT,6000,36,7.96
eeg technologist,3.0,MA,MORTGAGE,15000,60,13.59
a/c service technician ,2.0,FL,OWN,8500,36,14.08
sr administrative assistant,0.0,MA,RENT,13200,60,23.88
sas consultant,2.0,NC,RENT,5000,36,7.34
application support analyst,2.0,OH,RENT,3200,36,21.45
contractor,10.0,CA,RENT,14400,36,9.44
,,NY,RENT,5000,36,12.62
director of operations,9.0,AZ,MORTGAGE,30000,60,15.05
,,IL,RENT,6000,36,13.58
bookkeeper,10.0,VA,MORTGAGE,15000,36,10.41
manager,3.0,CA,MORTGAGE,18000,36,9.93
assistant manager,3.0,WA,RENT,4000,36,7.97
boss,10.0,OH,MORTGAGE,28000,60,17.09
construction worker,10.0,NY,RENT,10000,60,13.59
account manager,5.0,GA,MORTGAGE,8500,36,14.07
pressman,10.0,WI,RENT,12000,36,7.96
supervisor ,8.0,FL,MORTGAGE,20000,60,21.45
health and safety officer ,9.0,NC,RENT,20000,60,9.43
president / owner ,10.0,TX,MORTGAGE,30750,36,9.44
mortgage loan officer,7.0,WV,RENT,8400,36,16.01
office assistant,10.0,TX,MORTGAGE,9000,36,7.97
distribution mechanic,8.0,CT,MORTGAGE,30000,60,23.88
"sr director, risk management",6.0,CA,RENT,35000,60,19.42
payroll project analyst,5.0,IN,RENT,16000,36,10.41
fabrication manager ,7.0,AR,OWN,11200,60,19.03
product support specialist,1.0,VA,RENT,22000,36,17.47
sales ,4.0,FL,RENT,9000,36,10.91
housing specialist,2.0,NC,RENT,5000,36,11.99
systems engineer,10.0,FL,MORTGAGE,8000,36,10.91
"sr mgr, na maintenance & facility eng",3.0,WA,RENT,5000,36,9.93
,,MI,OWN,7000,36,14.07
operator,10.0,VA,MORTGAGE,12000,36,7.34
president,10.0,KY,RENT,13500,36,7.97
school counselor ,2.0,NJ,RENT,5500,36,9.92
plant operator,2.0,NY,MORTGAGE,10775,60,13.59
trimer and detail,10.0,AZ,MORTGAGE,5000,36,11.98
medical assistance administrator ,10.0,AK,MORTGAGE,20000,60,21.45
personal care assistant,1.0,MN,MORTGAGE,16000,60,19.03
sr manager,1.0,NJ,MORTGAGE,21000,36,7.96
corprecruiter ,7.0,NC,MORTGAGE,15000,36,19.03
   maintenance,10.0,IL,RENT,20000,60,16.01
department lead,7.0,MI,MORTGAGE,28000,60,12.62
project control specialist,3.0,MD,MORTGAGE,20000,36,5.31
logistics,7.0,NV,MORTGAGE,24000,60,18.45
sales leader,10.0,IL,MORTGAGE,35525,36,11.99
office manager,1.0,FL,RENT,5000,36,15.04
front office,10.0,CA,MORTGAGE,17000,36,12.62
lvn,3.0,CA,MORTGAGE,6400,36,6.08
,,NY,MORTGAGE,17000,36,5.32
csa iii,9.0,CA,MORTGAGE,26400,60,20.0
gm,10.0,PA,MORTGAGE,24000,60,9.92
senior software engineer,1.0,CA,RENT,10000,60,17.47
manager,5.0,GA,OWN,8000,36,21.45
truck driver,0.0,TN,RENT,5000,36,13.58
immigration officer,10.0,CA,MORTGAGE,23000,60,21.45
mechanic,2.0,MT,RENT,12000,36,16.01
architect,8.0,OH,MORTGAGE,35000,60,15.04
manager,10.0,FL,RENT,3000,36,20.0
sales engineer specialist,3.0,GA,MORTGAGE,7800,36,14.07
owner/manager,10.0,FL,RENT,20000,60,10.9
psychometrician,4.0,OH,RENT,19200,60,17.09
registered nurse,5.0,UT,MORTGAGE,40000,60,7.34
director of property assets and finance,7.0,TN,RENT,16000,36,7.96
machinists ,10.0,CA,MORTGAGE,10000,36,6.07
warehouse,10.0,PA,MORTGAGE,9600,36,6.08
vacation replacement ,10.0,NC,MORTGAGE,17000,60,10.9
sales,10.0,CA,MORTGAGE,22400,60,10.42
nursing supervisor,10.0,TX,MORTGAGE,20000,60,13.58
mechanic ,10.0,IL,MORTGAGE,10000,36,16.02
regional sales manager,2.0,WI,MORTGAGE,10000,36,7.97
senior internal auditor ,1.0,AL,MORTGAGE,4800,36,11.99
processor,0.0,OH,MORTGAGE,16000,60,17.09
strategy consultant,1.0,CA,MORTGAGE,35000,36,6.08
pipefitter,5.0,NY,OWN,2500,36,9.44
,,WV,OWN,15000,36,5.32
degreed nutritionist ,5.0,CA,RENT,15000,36,9.93
collision technician ,2.0,IL,RENT,20000,60,15.05
admin,5.0,TX,MORTGAGE,10000,36,14.07
pbx operator ,2.0,CO,RENT,7500,36,10.42
store worker ,10.0,NY,MORTGAGE,10000,36,12.62
value stream leader,10.0,NC,MORTGAGE,9000,36,14.07
office mgr,10.0,CA,MORTGAGE,25000,36,14.07
,,PA,MORTGAGE,4000,36,6.08
manager,1.0,CA,RENT,5000,36,9.44
packer handler,10.0,RI,OWN,24000,36,19.42
sound and comm installer,6.0,CA,RENT,15000,36,20.0
processor,3.0,MN,MORTGAGE,10000,60,14.07
store manager,10.0,TX,MORTGAGE,14000,36,9.93
ma,10.0,GA,MORTGAGE,10000,36,16.01
medical records and medical billing,3.0,PA,RENT,16000,60,16.01
recruiter ,4.0,TX,OWN,10000,36,15.05
grants manager,10.0,TN,MORTGAGE,4150,36,13.58
