emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
"sr mgr, na maintenance & facility eng",3.0,WA,RENT,101000.0,Source Verified,27.77,,,,0,,1988,1,24,10,107306,54328,0,0,,0,0,3,5,10.0,10,0.0,0,4,36500,14,7,6,0,100.0,0,0,medical,individual,5000,36,9.93,161.18,B,B2,Jan-2018,Current,whole,Cash,4390.98,803.14,609.02,194.12,0.0
operator,10.0,VA,MORTGAGE,117000.0,Not Verified,25.15,,,,0,,2000,1,39,20,473648,106480,0,0,,0,0,4,3,6.0,20,0.0,0,7,76400,25,15,10,1,100.0,0,0,other,individual,12000,36,7.34,372.4,A,A4,Mar-2018,Current,whole,Cash,11097.5,1107.41,902.5,204.91,0.0
president,10.0,KY,RENT,235000.0,Verified,7.81,,,,0,,2005,4,13,4,93921,40075,0,1,,0,0,2,0,0.0,4,0.0,0,2,23300,4,2,2,0,100.0,1,0,other,individual,13500,36,7.97,422.86,A,A5,Jan-2018,Current,whole,Cash,11811.74,2099.36,1688.26,411.1,0.0
sr manager,1.0,NJ,MORTGAGE,180000.0,Source Verified,17.05,,,,0,,1999,4,33,13,693147,98720,0,0,,0,0,2,6,0.0,13,0.0,0,4,107600,18,9,6,4,100.0,0,0,other,individual,21000,36,7.96,657.68,A,A5,Mar-2018,Current,fractional,Cash,19434.52,1954.47,1565.48,388.99,0.0
project control specialist,3.0,MD,MORTGAGE,102000.0,Not Verified,9.31,,,,0,,2007,1,14,8,335800,25406,0,0,,0,0,2,4,8.0,8,0.0,0,1,61500,10,5,2,1,100.0,0,0,small_business,individual,20000,36,5.31,602.21,A,A1,Feb-2018,Current,whole,Cash,18452.04,1824.33,1547.96,276.37,0.0
sales leader,10.0,IL,MORTGAGE,316317.0,Not Verified,10.08,,,,0,59.0,1984,3,31,12,499967,94966,0,0,59.0,0,0,5,6,1.0,12,0.0,0,3,19400,11,6,4,5,93.5,0,0,debt_consolidation,individual,35525,36,11.99,1179.77,B,B5,Feb-2018,Current,fractional,Cash,32175.96,4695.42,3349.04,1346.38,0.0
gm,10.0,PA,MORTGAGE,110000.0,Not Verified,4.2,,,,0,51.0,1999,4,35,11,371900,14658,0,0,51.0,0,0,1,6,7.0,11,0.0,0,4,62700,17,9,4,4,100.0,0,0,debt_consolidation,individual,24000,60,9.92,508.99,B,B2,Mar-2018,Current,whole,Cash,23376.25,1004.75,623.75,381.0,0.0
senior software engineer,1.0,CA,RENT,125000.0,Source Verified,2.76,,,,0,,2014,0,5,2,10944,8549,0,0,,0,0,1,1,,2,0.0,0,1,1700,2,1,1,0,100.0,0,0,debt_consolidation,individual,10000,60,17.47,251.06,D,D1,Feb-2018,Current,whole,Cash,9568.79,984.83,431.21,553.62,0.0
immigration officer,10.0,CA,MORTGAGE,115000.0,Source Verified,16.57,,,,0,,1997,2,41,15,501277,74069,0,0,,0,0,2,8,2.0,15,0.0,0,3,29000,29,12,8,3,97.6,0,0,debt_consolidation,individual,23000,60,21.45,628.07,D,D5,Jan-2018,Current,whole,Cash,21875.8,3112.94,1124.2,1988.74,0.0
warehouse,10.0,PA,MORTGAGE,110000.0,Source Verified,12.73,,,,0,58.0,2000,8,18,7,189602,72399,0,0,,0,0,2,6,1.0,7,0.0,0,1,11000,7,3,2,2,94.4,0,0,debt_consolidation,individual,9600,36,6.08,292.4,A,A2,Jan-2018,Current,whole,Cash,8617.52,1166.36,982.48,183.88,0.0
nursing supervisor,10.0,TX,MORTGAGE,140000.0,Source Verified,11.63,,,,0,25.0,1999,6,33,13,213658,42003,0,0,53.0,0,0,3,14,4.0,13,0.0,0,3,7900,9,9,4,3,87.9,0,0,home_improvement,individual,20000,60,13.58,461.03,C,C2,Mar-2018,Current,whole,Cash,19287.91,1368.0,712.09,655.91,0.0
strategy consultant,1.0,CA,MORTGAGE,155000.0,Verified,0.21,,,,0,,2005,1,8,4,575100,2701,0,0,,0,0,0,3,0.0,4,0.0,0,1,64700,7,3,1,1,100.0,0,0,other,individual,35000,36,6.08,1066.04,A,A2,Jan-2018,Current,whole,Cash,30511.21,5306.56,4488.79,817.77,0.0
regional manager,10.0,TN,OWN,126000.0,Not Verified,17.88,,,,0,,1996,7,10,5,140184,118766,0,0,,0,0,3,3,8.0,5,0.0,0,2,28800,3,2,2,0,100.0,0,0,credit_card,individual,20000,36,7.96,626.36,A,A5,Feb-2018,Current,fractional,DirectPay,18509.07,1870.24,1490.93,379.31,0.0
,,CA,MORTGAGE,104000.0,Source Verified,23.24,,,,0,57.0,1986,1,30,11,418155,88002,1,0,,0,12933,2,3,7.0,11,0.0,0,4,22100,20,7,5,5,96.7,0,0,home_improvement,individual,5000,36,15.05,173.45,C,C4,Jan-2018,Current,whole,Cash,4432.23,858.89,567.77,291.12,0.0
physician,0.0,ID,MORTGAGE,225000.0,Source Verified,8.28,,,,0,,1988,1,36,20,471818,783821,0,0,,0,0,10,3,8.0,20,0.0,0,7,23500,14,10,10,0,100.0,0,0,debt_consolidation,individual,35000,36,10.9,1144.2,B,B4,Feb-2018,Current,whole,Cash,32498.57,3411.41,2501.43,909.98,0.0
it executive,3.0,IL,MORTGAGE,198000.0,Source Verified,7.26,,,,0,,1999,6,14,10,294874,37640,0,0,,0,0,4,5,2.0,10,0.0,0,4,19500,8,5,5,1,85.7,0,0,small_business,individual,40000,36,10.42,1298.59,B,B3,Jan-2018,Current,whole,Cash,35160.4,6435.06,4839.6,1595.46,0.0
counselor,3.0,FL,OWN,142000.0,Source Verified,11.27,,,,0,27.0,1998,2,23,14,188713,50294,0,0,,0,0,1,4,9.0,14,0.0,0,5,33800,12,12,9,6,95.7,0,0,debt_consolidation,individual,35000,36,7.97,1096.29,A,A5,Jan-2018,Current,whole,DirectPay,31510.1,4369.66,3489.9,879.76,0.0
office administrator ,7.0,FL,RENT,130000.0,Source Verified,5.52,,,,0,,2007,3,37,27,62600,15257,0,0,,0,0,0,11,7.0,27,0.0,0,7,25300,34,27,15,0,100.0,0,0,debt_consolidation,individual,35000,36,16.02,1230.85,C,C5,Jan-2018,Current,whole,Cash,31078.68,6216.55,3921.32,2295.23,0.0
manager - solutions architect,10.0,TX,OWN,120000.0,Not Verified,7.74,,,,0,,2002,0,12,7,390564,27703,0,0,,0,0,1,0,,7,0.0,0,3,29900,7,5,4,2,100.0,0,0,credit_card,individual,19000,36,6.72,584.24,A,A3,Jan-2018,Current,whole,Cash,15994.3,3500.78,3005.7,495.08,0.0
er physician,2.0,ID,MORTGAGE,299520.0,Source Verified,17.98,411520.0,Source Verified,16.66,1,16.0,2000,0,39,13,885268,160115,0,0,,0,0,6,2,14.0,13,0.0,0,5,26000,11,6,5,7,87.2,0,0,home_improvement,joint,15000,36,7.96,469.77,A,A5,Feb-2018,Current,fractional,Cash,13881.81,1402.68,1118.19,284.49,0.0
general manager,10.0,AL,OWN,120000.0,Source Verified,17.68,,,,1,9.0,2008,1,34,13,88189,42977,1,0,,0,105,4,4,3.0,13,0.0,0,4,11600,23,9,8,0,97.1,0,0,debt_consolidation,individual,6000,36,10.9,196.15,B,B4,Mar-2018,Current,whole,Cash,5571.18,584.82,428.82,156.0,0.0
operations manager,6.0,OH,MORTGAGE,120000.0,Source Verified,7.02,,,,0,,2011,2,25,8,177310,47753,0,0,,0,0,1,3,5.0,8,0.0,0,1,10000,10,6,2,1,100.0,0,0,other,individual,16000,60,12.62,360.95,C,C1,Jan-2018,Current,whole,Cash,15016.11,1793.53,983.89,809.64,0.0
engineer,6.0,SC,RENT,112000.0,Verified,15.34,,,,0,,2003,0,35,18,210444,245678,0,0,,0,0,15,7,,18,0.0,0,1,2500,4,3,3,0,100.0,0,0,debt_consolidation,individual,16000,60,26.3,481.9,E,E5,Feb-2018,Current,whole,Cash,15460.45,1904.22,539.55,1364.67,0.0
sales,5.0,NJ,MORTGAGE,103000.0,Source Verified,18.16,,,,0,31.0,1999,3,26,10,309498,61443,0,0,,0,0,1,3,0.0,10,0.0,0,3,22500,14,7,6,3,92.3,0,0,other,individual,25000,36,12.61,837.67,C,C1,Feb-2018,Current,whole,Cash,23256.93,2495.5,1743.07,752.43,0.0
director of national accounts,3.0,PA,MORTGAGE,135000.0,Not Verified,23.66,,,,0,51.0,1992,1,21,14,251116,109072,0,0,,0,0,3,2,8.0,14,0.0,0,3,96100,14,11,3,0,90.5,0,0,debt_consolidation,individual,20000,36,5.32,602.3,A,A1,Jan-2018,Current,fractional,Cash,17408.96,2999.68,2591.04,408.64,0.0
senior business analyst ,1.0,PA,MORTGAGE,110000.0,Not Verified,16.39,,,,0,55.0,1996,0,24,8,376991,61513,0,0,69.0,0,0,3,4,17.0,8,0.0,0,2,26700,11,4,2,2,91.7,0,0,home_improvement,individual,17075,36,6.72,525.05,A,A3,Feb-2018,Current,whole,Cash,15343.69,2093.83,1731.31,362.52,0.0
network technician,10.0,NJ,RENT,101000.0,Not Verified,10.24,,,,0,62.0,1998,1,21,10,104660,32772,0,0,,0,0,2,7,8.0,10,0.0,0,6,33300,9,7,6,4,95.2,0,0,credit_card,individual,21000,36,5.31,632.32,A,A1,Feb-2018,Current,whole,DirectPay,18828.06,2523.08,2171.94,351.14,0.0
truck driver,10.0,CA,RENT,125000.0,Not Verified,16.44,,,,0,,2000,3,22,14,106202,54494,0,1,,0,0,3,5,3.0,14,0.0,0,4,26700,12,10,5,0,100.0,0,1,debt_consolidation,individual,25000,36,9.44,800.13,B,B1,Feb-2018,Current,whole,Cash,22557.51,3187.41,2442.49,744.92,0.0
it manager,10.0,AZ,MORTGAGE,110000.0,Source Verified,25.14,,,,0,,2007,1,23,12,447975,116928,0,1,,0,0,3,5,9.0,12,0.0,0,4,27100,8,8,6,2,100.0,0,1,debt_consolidation,individual,25000,60,10.42,536.36,B,B3,Feb-2018,Current,whole,Cash,23706.16,2116.5,1293.84,822.66,0.0
psychiatrist ,1.0,IL,RENT,200000.0,Source Verified,11.04,,,,0,,2010,5,12,10,127412,74590,0,0,,0,0,2,6,6.0,10,0.0,0,4,40500,8,8,7,1,100.0,0,0,major_purchase,individual,30000,60,15.04,714.33,C,C4,Mar-2018,Fully Paid,whole,Cash,0.0,31052.8467773428,30000.0,1052.85,0.0
package car driver,10.0,PA,MORTGAGE,140000.0,Source Verified,24.72,160000.0,Source Verified,23.78,0,29.0,2006,2,22,12,334792,120076,0,0,,0,0,7,9,7.0,12,0.0,0,3,25000,5,4,4,3,90.9,0,0,debt_consolidation,joint,29700,36,22.9,1148.14,E,E1,Feb-2018,Current,fractional,Cash,27922.41,3406.64,1777.59,1629.05,0.0
flight attendant,10.0,TX,MORTGAGE,105000.0,Not Verified,10.7,,,,0,,1994,2,41,19,437479,38092,0,0,,0,0,0,12,4.0,19,0.0,0,7,96600,24,14,13,12,100.0,0,0,home_improvement,individual,20000,60,7.34,399.25,A,A4,Mar-2018,Current,whole,Cash,19164.16,1189.59,835.84,353.75,0.0
project architect,5.0,NY,RENT,115000.0,Not Verified,3.41,,,,0,,2010,1,13,6,73900,5693,0,0,,0,0,1,3,9.0,6,0.0,0,4,66900,10,5,4,0,100.0,0,0,debt_consolidation,individual,4800,36,6.08,146.2,A,A2,Feb-2018,Current,whole,Cash,2180.69,2683.18,2619.31,63.87,0.0
executive vp,10.0,FL,MORTGAGE,167000.0,Source Verified,32.25,,,,0,,2001,0,58,35,521576,138629,0,0,,0,0,8,6,13.0,35,0.0,0,11,47900,40,25,21,1,98.2,0,0,debt_consolidation,individual,40000,60,13.59,922.25,C,C2,Jan-2018,Current,whole,DirectPay,38090.87,3658.8,1909.13,1749.67,0.0
hr mgr,2.0,TN,MORTGAGE,108000.0,Source Verified,23.08,,,,0,,2005,1,39,17,411035,269691,0,1,,0,0,4,8,6.0,17,0.0,0,4,46600,14,11,6,2,100.0,0,1,debt_consolidation,individual,16000,60,12.61,360.87,C,C1,Feb-2018,Current,whole,Cash,15415.69,1071.4,584.31,487.09,0.0
director of nursing,5.0,CA,OWN,119016.0,Not Verified,25.36,,,,0,62.0,2006,12,36,19,129604,64868,0,0,92.0,0,0,3,10,1.0,19,0.0,0,3,39900,28,16,4,1,91.7,0,0,home_improvement,individual,27575,36,17.47,989.59,D,D1,Mar-2018,Current,fractional,Cash,26390.15,1952.42,1184.85,767.57,0.0
key accounts manager,4.0,FL,RENT,135000.0,Not Verified,5.07,,,,0,59.0,1991,1,21,8,41000,14408,0,1,59.0,0,0,1,4,6.0,8,0.0,0,3,27200,18,7,5,1,95.2,0,1,credit_card,individual,15000,60,9.92,318.12,B,B2,Mar-2018,Current,whole,Cash,14412.81,937.83,587.19,350.64,0.0
psychologist,10.0,NY,RENT,125000.0,Source Verified,13.38,,,,0,,1998,0,9,7,54600,53064,0,0,,0,0,0,1,,7,0.0,0,6,49600,9,7,7,0,100.0,0,0,debt_consolidation,individual,16000,36,19.42,589.9,D,D3,Feb-2018,Current,whole,Cash,14643.65,2325.08,1356.35,968.73,0.0
owner,0.0,NE,MORTGAGE,125000.0,Verified,14.52,,,,0,,2005,5,37,15,565862,96237,0,0,,0,0,5,11,3.0,15,0.0,0,4,63100,14,9,7,4,100.0,0,0,major_purchase,individual,21600,36,9.44,691.31,B,B1,Jan-2018,Current,whole,Cash,18951.71,3433.89,2648.29,785.6,0.0
project manager,7.0,CA,MORTGAGE,163000.0,Source Verified,21.13,,,,0,31.0,1994,13,48,25,794851,154158,0,0,,0,0,16,12,5.0,25,0.0,0,2,25500,11,7,2,3,100.0,0,0,debt_consolidation,individual,16000,36,6.08,487.34,A,A2,Feb-2018,Current,whole,Cash,14362.51,1935.85,1637.49,298.36,0.0
welding foreman,10.0,NJ,MORTGAGE,165000.0,Verified,14.1,,,,0,41.0,1993,6,29,18,677824,78335,0,0,41.0,0,0,4,12,1.0,18,0.0,0,3,5800,15,12,12,4,85.7,0,0,home_improvement,individual,24000,36,18.06,868.39,D,D2,Feb-2018,Current,whole,Cash,21924.98,3425.4,2075.02,1350.38,0.0
loan officer,3.0,VA,MORTGAGE,169000.0,Source Verified,11.21,,,,1,18.0,2004,1,19,12,466512,68125,0,1,,0,0,3,4,2.0,12,0.0,0,3,6800,8,8,6,2,94.7,0,1,home_improvement,individual,8000,36,19.03,293.37,D,D3,Jan-2018,Current,whole,Cash,7140.66,1458.39,859.34,599.05,0.0
plant manager,10.0,IN,MORTGAGE,111000.0,Source Verified,16.28,,,,0,,2005,5,21,10,342682,34276,0,0,,0,0,4,2,0.0,10,0.0,0,2,18000,8,5,3,2,100.0,0,0,debt_consolidation,individual,10000,36,6.71,307.45,A,A3,Mar-2018,Current,whole,Cash,9241.17,914.89,758.83,156.06,0.0
dir of tech services,4.0,SC,OWN,180000.0,Not Verified,11.68,,,,0,,2003,1,15,8,555414,69394,0,1,,0,0,2,2,9.0,8,0.0,0,3,47900,7,5,3,2,100.0,0,1,debt_consolidation,individual,40000,36,5.31,1204.42,A,A1,Mar-2018,Current,whole,DirectPay,36904.08,3619.16,3095.92,523.24,0.0
hr manager ,0.0,IL,MORTGAGE,110000.0,Verified,21.34,155000.0,Verified,15.88,3,14.0,2005,5,32,13,362695,93657,0,0,21.0,0,0,4,6,6.0,13,0.0,0,4,18300,14,8,6,1,81.3,0,0,debt_consolidation,joint,31000,60,20.0,821.32,D,D4,Jan-2018,Current,whole,Cash,29425.1,4020.49,1574.9,2445.59,0.0
nnp,3.0,AZ,MORTGAGE,135000.0,Verified,20.24,,,,0,38.0,2001,3,59,10,389217,204932,0,0,69.0,0,0,3,9,5.0,10,0.0,0,1,2000,17,5,1,4,94.7,0,0,medical,individual,16000,60,14.08,372.96,C,C3,Feb-2018,Fully Paid,whole,Cash,0.0,16421.893733955,16000.0,421.89,0.0
principal engineer,10.0,SC,MORTGAGE,155000.0,Source Verified,2.01,,,,0,,2000,2,33,17,544500,22747,0,0,,0,0,0,2,2.0,17,0.0,0,2,168800,23,15,2,4,100.0,0,0,house,individual,40000,36,6.08,1218.33,A,A2,Jan-2018,Fully Paid,whole,Cash,0.0,40215.4927518828,40000.0,215.49,0.0
physician,2.0,TX,RENT,200000.0,Verified,8.1,,,,1,23.0,1995,2,12,8,1940258,69439,0,0,60.0,0,0,2,2,4.0,8,0.0,0,3,40600,4,4,3,3,80.0,0,0,debt_consolidation,individual,40000,36,6.72,1229.97,A,A3,Jan-2018,Current,whole,Cash,34913.5,6134.92,5086.5,1048.42,0.0
partner attorney,9.0,TX,MORTGAGE,102000.0,Verified,4.1,,,,1,23.0,2004,3,39,10,434000,16168,0,0,47.0,0,0,1,7,2.0,10,0.0,0,5,46000,13,8,5,5,87.2,0,0,home_improvement,individual,24000,36,7.35,744.9,A,A4,Feb-2018,Current,whole,Cash,21586.34,2969.8,2413.66,556.14,0.0
assistant complex manager,10.0,VA,MORTGAGE,165000.0,Source Verified,22.35,,,,0,74.0,1995,1,24,17,375959,150580,0,0,,0,0,6,4,10.0,17,0.0,0,4,26700,10,7,4,2,95.8,0,0,credit_card,individual,20375,36,9.43,652.01,B,B1,Mar-2018,Current,whole,Cash,19387.34,1368.07,987.66,380.41,0.0
category gaming manager,10.0,MA,RENT,150000.0,Source Verified,4.95,212000.0,Source Verified,7.83,0,71.0,2003,1,51,19,152164,94482,0,0,71.0,0,0,7,4,2.0,19,0.0,0,1,60700,27,12,1,2,98.0,0,0,debt_consolidation,joint,17000,60,21.85,468.08,D,D5,Feb-2018,Current,whole,Cash,16348.32,1851.68,651.68,1200.0,0.0
controller,2.0,WA,MORTGAGE,129000.0,Source Verified,16.45,,,,1,11.0,2003,1,20,14,465849,83755,0,0,11.0,0,0,3,6,10.0,13,0.0,0,5,10700,11,9,5,1,85.0,0,0,debt_consolidation,individual,12000,36,9.92,386.76,B,B2,Mar-2018,Current,whole,Cash,11130.17,1153.67,869.83,283.84,0.0
barach manager,2.0,AZ,RENT,120000.0,Source Verified,7.73,,,,0,,1995,4,9,5,35408,23962,0,1,,0,2394,2,5,1.0,5,0.0,0,2,1800,6,3,3,0,100.0,0,1,home_improvement,individual,35000,36,14.08,1197.58,C,C3,Jan-2018,Current,whole,Cash,30972.01,5960.52,4027.99,1932.53,0.0
finance manager,10.0,VA,OWN,110000.0,Source Verified,18.47,,,,0,,1989,0,15,10,370500,66610,0,0,,0,0,1,2,23.0,10,0.0,0,2,18600,10,8,4,3,100.0,0,0,debt_consolidation,individual,12000,36,16.02,422.01,C,C5,Feb-2018,Current,fractional,Cash,10931.6,1666.68,1068.4,598.28,0.0
general partner,10.0,MD,MORTGAGE,363000.0,Source Verified,11.9,,,,0,,1981,4,29,16,2006500,224693,0,0,,0,0,1,4,1.0,16,0.0,0,9,90500,22,13,12,2,100.0,0,0,renewable_energy,individual,40000,36,11.98,1328.2,B,B5,Mar-2018,Current,whole,Cash,37185.49,3957.98,2814.51,1143.47,0.0
software engineer,10.0,WA,RENT,128000.0,Not Verified,12.5,,,,0,,2000,1,33,23,91800,51476,0,0,,0,0,2,3,7.0,23,0.0,0,8,60400,25,21,12,0,100.0,0,0,credit_card,individual,40000,36,6.72,1229.97,A,A3,Feb-2018,Current,whole,DirectPay,34853.02,5985.07,5146.98,838.09,0.0
registered nurse supervisor,10.0,LA,MORTGAGE,102000.0,Verified,32.66,,,,0,,1998,1,29,17,281111,76885,0,0,,0,747,4,2,11.0,17,0.0,0,8,55000,12,11,10,4,100.0,0,0,credit_card,individual,25000,36,6.08,761.46,A,A2,Jan-2018,Current,whole,DirectPay,22441.46,3037.4,2558.54,478.86,0.0
director of sales,2.0,GA,MORTGAGE,430000.0,Verified,5.62,,,,0,,2001,4,41,10,202701,104744,0,0,,0,0,4,9,7.0,10,0.0,0,4,69000,15,6,4,6,100.0,0,0,home_improvement,individual,12000,36,5.31,361.33,A,A1,Mar-2018,Current,whole,Cash,11071.21,1076.91,928.79,148.12,0.0
admission's co-ordinator,10.0,NC,MORTGAGE,115942.0,Verified,21.57,,,,0,60.0,1986,2,25,8,406670,134052,0,1,60.0,0,0,4,5,1.0,8,0.0,0,0,1200,7,3,2,4,64.0,0,1,debt_consolidation,individual,34800,36,13.59,1182.47,C,C2,Feb-2018,Current,whole,Cash,31592.59,4703.61,3207.41,1496.2,0.0
sales person,10.0,NV,OWN,105000.0,Source Verified,14.96,,,,2,4.0,2000,4,37,19,231470,28858,0,0,74.0,0,1799,2,6,3.0,19,,0,10,36128,29,16,14,2,89.0,0,0,home_improvement,individual,35000,36,18.06,1266.39,D,D2,Jan-2018,In Grace Period,fractional,Cash,31973.98,5030.44,3026.02,2004.42,0.0
cmo,2.0,CO,MORTGAGE,377000.0,Verified,9.32,,,,0,28.0,1993,10,34,18,1370840,47825,0,0,,0,216,1,10,1.0,18,0.0,0,10,41500,24,15,10,1,90.6,0,0,major_purchase,individual,40000,36,10.9,1307.66,B,B4,Mar-2018,Current,whole,Cash,37141.21,3981.54,2858.79,1122.75,0.0
configuration analyst,1.0,CA,RENT,122000.0,Source Verified,24.8,,,,0,81.0,1985,1,28,14,115703,87244,0,1,81.0,0,766,2,2,8.0,14,0.0,0,5,22000,15,11,8,2,96.4,1,0,debt_consolidation,individual,16000,36,16.01,562.6,C,C5,Mar-2018,Current,whole,Cash,14938.56,1673.57,1061.44,612.13,0.0
administrative,3.0,AK,OWN,125000.0,Not Verified,11.29,,,,0,40.0,2012,0,11,6,60231,32584,0,0,,0,0,2,1,18.0,6,0.0,0,1,11000,7,3,2,0,90.9,0,0,debt_consolidation,individual,10000,36,16.01,351.62,C,C5,Mar-2018,Current,whole,Cash,9336.62,1045.97,663.38,382.59,0.0
purchasing manager,10.0,CA,MORTGAGE,115000.0,Not Verified,30.69,,,,0,,2005,2,17,8,265449,189488,0,0,,0,0,3,1,11.0,8,0.0,0,2,37400,7,4,2,1,100.0,0,0,vacation,individual,12000,36,6.08,365.5,A,A2,Feb-2018,Current,whole,Cash,10771.91,1453.89,1228.09,225.8,0.0
owner,10.0,FL,MORTGAGE,110000.0,Not Verified,18.58,,,,1,16.0,2004,1,40,24,308178,38026,0,0,,0,0,1,6,12.0,24,0.0,0,4,67700,27,19,7,1,97.5,0,0,debt_consolidation,individual,25000,36,7.34,775.82,A,A4,Mar-2018,Current,whole,Cash,23119.84,2317.27,1880.16,437.11,0.0
sales manager,10.0,SC,OWN,130000.0,Verified,24.17,,,,0,,1996,1,39,21,327869,117782,0,1,,0,0,7,9,11.0,21,0.0,0,5,36100,16,13,8,1,100.0,0,1,credit_card,individual,40000,36,6.07,1218.15,A,A2,Mar-2018,Current,whole,DirectPay,36937.11,3627.47,3062.89,564.58,0.0
district manager,10.0,TX,MORTGAGE,106000.0,Source Verified,19.81,128000.0,Not Verified,20.24,0,,2004,0,31,16,243275,52181,0,0,,0,0,10,2,19.0,16,0.0,0,3,34100,7,5,4,5,100.0,0,0,debt_consolidation,joint,24000,60,12.61,541.3,C,C1,Mar-2018,Current,whole,Cash,23123.55,1607.09,876.45,730.64,0.0
cardiac perfusionist,10.0,RI,MORTGAGE,285000.0,Source Verified,20.99,,,,0,,2001,4,37,19,519227,143876,0,0,,0,0,6,8,3.0,19,0.0,0,6,77500,13,10,9,2,100.0,0,0,debt_consolidation,individual,10000,36,6.07,304.54,A,A2,Mar-2018,Current,whole,Cash,9234.27,906.88,765.73,141.15,0.0
director of operations ,2.0,NY,RENT,200000.0,Source Verified,7.11,,,,0,47.0,1984,1,26,15,49114,22084,0,0,,0,0,2,7,8.0,15,0.0,0,9,23800,22,13,9,0,65.4,0,0,debt_consolidation,individual,22000,36,9.93,709.16,B,B2,Jan-2018,Current,whole,Cash,19320.47,3533.66,2679.53,854.13,0.0
global sales director,4.0,CA,MORTGAGE,150000.0,Verified,13.25,,,,1,3.0,2002,1,25,20,558733,99509,0,1,48.0,0,0,4,7,7.0,20,0.0,0,8,53600,16,15,9,2,92.0,0,1,debt_consolidation,individual,16800,36,12.61,562.91,C,C1,Mar-2018,Current,fractional,Cash,15628.67,1676.96,1171.33,505.63,0.0
principal analyst ,2.0,TX,MORTGAGE,110500.0,Source Verified,18.89,,,,1,18.0,2006,4,15,13,359484,68303,0,0,,0,0,3,4,1.0,13,0.0,0,7,26000,9,9,7,1,93.3,0,0,debt_consolidation,individual,12000,36,13.59,407.75,C,C2,Jan-2018,Current,fractional,Cash,10609.61,2029.69,1390.39,639.3,0.0
finance manager,0.0,FL,OWN,300000.0,Source Verified,15.5,,,,1,22.0,2009,2,28,18,198006,89042,0,0,22.0,0,0,5,8,2.0,18,0.0,0,5,47800,15,13,6,0,96.2,0,0,home_improvement,individual,18700,36,7.96,585.65,A,A5,Mar-2018,Current,whole,Cash,17305.97,1748.68,1394.03,354.65,0.0
pharmacist,0.0,VA,RENT,120000.0,Source Verified,18.7,,,,0,,2008,7,46,32,302193,320142,0,0,,0,462,20,9,0.0,32,0.0,0,4,17700,12,11,6,0,100.0,0,0,credit_card,individual,20000,36,12.62,670.23,C,C1,Feb-2018,Current,fractional,Cash,18131.19,2666.9,1868.81,798.09,0.0
deputy,10.0,FL,MORTGAGE,170000.0,Not Verified,4.21,,,,1,19.0,2003,1,15,8,217773,14700,0,0,,0,105,1,2,6.0,8,0.0,0,3,7900,9,6,4,3,86.7,0,0,house,individual,4200,36,9.43,134.41,B,B1,Mar-2018,Current,whole,Cash,3893.39,401.03,306.61,94.42,0.0
account manager,5.0,MI,MORTGAGE,120000.0,Not Verified,12.99,,,,0,,2009,8,40,16,298232,105006,0,0,,0,0,9,6,3.0,16,0.0,0,1,9000,10,6,4,1,100.0,0,0,credit_card,individual,6750,36,7.96,211.4,A,A5,Mar-2018,Fully Paid,fractional,Cash,0.0,6862.2646978296,6750.0,112.26,0.0
director,10.0,NJ,OWN,600000.0,Source Verified,5.26,,,,0,,1988,0,33,20,746363,201624,0,0,,0,0,4,6,18.0,20,0.0,0,5,100600,22,14,9,2,100.0,0,0,home_improvement,individual,15000,36,5.32,451.73,A,A1,Feb-2018,Current,fractional,Cash,13448.8,1802.49,1551.2,251.29,0.0
nurse practitioner,6.0,NC,MORTGAGE,120000.0,Source Verified,31.71,,,,1,7.0,1983,1,37,21,194209,94554,0,0,,0,0,5,3,12.0,21,0.0,0,7,38100,23,15,12,2,97.3,0,0,credit_card,individual,27000,36,16.01,949.38,C,C5,Mar-2018,Current,whole,Cash,25208.85,2824.12,1791.15,1032.97,0.0
director of bi and analytics,3.0,AZ,MORTGAGE,120000.0,Verified,8.92,,,,0,,2003,6,54,19,550400,79242,0,0,,0,0,2,7,1.0,19,0.0,0,3,52400,29,15,3,3,100.0,0,0,home_improvement,individual,25000,60,7.35,499.17,A,A4,Jan-2018,Current,whole,Cash,23604.69,1986.47,1395.31,591.16,0.0
operations manager ,10.0,SC,OWN,132500.0,Verified,8.45,,,,0,,1989,2,38,28,230200,38545,0,0,,0,0,0,9,6.0,28,0.0,0,4,105500,36,27,9,0,100.0,0,0,small_business,individual,40000,60,9.44,838.91,B,B1,Jan-2018,Current,whole,Cash,37337.22,4142.11,2662.78,1479.33,0.0
